PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category,emp_type,sports
76767,77083,TYPEMR|4|1,csp_6_2,dip|1|3,False,38,ACT1.1,Female,A,1601.0,CDI,ct_9,C,CM,628g,tr_3,77,16065,O,EMP1.6,
76768,77083,TYPEMR|3|2,csp_4_6,dip|1|7,False,42,ACT1.1,Female,E,1799.0,CDI,ct_8,C,PZ,461f,tr_6,75,28303,O,EMP1.6,
76770,77083,TYPEMR|4|1,csp_4_6,dip|1|3,False,53,ACT1.1,Female,E,955.0,CDI,ct_9,P,KZ,467c,tr_1,93,24831,O,EMP1.6,
76771,77083,TYPEMR|4|1,csp_4_6,dip|1|3,False,42,ACT1.1,Male,E,1463.0,CDI,ct_9,C,FZ,463e,tr_2,77,15381,O,EMP1.6,
76775,77083,TYPEMR|4|1,csp_3_7,dip|1|8,False,28,ACT1.1,Female,E,1786.0,CDI,ct_9,C,MA,372b,tr_0,92,59944,O,EMP1.6,
76776,77083,TYPEMR|4|2,csp_5_3,dip|1|5,False,44,ACT1.1,Male,E,1766.0,CDI,ct_9,C,NZ,534a,tr_2,75,17448,O,EMP1.6,
76777,77083,TYPEMR|4|1,csp_4_2,dip|1|8,False,54,ACT1.1,Female,E,1870.0,CDI,ct_1,C,PZ,422a,tr_4,77,24888,O,EMP1.6,
76781,77083,TYPEMR|4|1,csp_3_3,dip|1|8,False,49,ACT1.1,Female,E,1820.0,CDI,ct_9,C,HZ,333c,tr_6,94,46390,O,EMP1.6,
76793,77085,TYPEMR|3|2,csp_4_2,dip|1|4,False,27,ACT1.1,Male,A,321.0,CDI,ct_9,P,RZ,424a,tr_1,77,6222,O,EMP1.6,
76798,77086,TYPEMR|4|1,csp_4_7,dip|1|5,False,38,ACT1.1,Male,E,1820.0,CDI,ct_9,C,JA,477c,tr_6,75,49755,O,EMP1.6,
76810,77096,TYPEMR|1|2,csp_4_2,dip|1|7,False,59,ACT1.1,Female,A,1829.0,AUT,ct_2,C,OZ,423b,tr_6,77,27193,O,EMP1.5,
76812,77096,TYPEMR|4|1,csp_5_6,dip|1|7,False,49,ACT1.1,Female,E,3000.0,CDI,ct_7,N,QB,563a,tr_1,77,23627,O,EMP1.6,
76813,77099,TYPEMR|4|1,csp_6_2,dip|1|3,False,59,ACT1.1,Female,E,343.0,CDI,,P,OZ,621f,,77,3328,O,EMP1.6,
76816,77100,TYPEMR|4|2,csp_6_8,dip|1|5,False,39,ACT1.1,Male,E,1586.0,CDI,ct_9,C,FZ,682a,tr_1,77,23478,O,EMP1.6,
76828,77107,TYPEMR|1|1,csp_4_7,dip|1|7,True,30,ACT1.1,Male,A,194.0,APP,ct_9,C,JC,478b,tr_1,92,2130,A,EMP1.1,
76832,77108,TYPEMR|4|1,csp_4_5,dip|1|7,False,34,ACT1.1,Female,E,1720.0,CDI,ct_3,P,QA,451h,tr_6,75,26064,O,EMP1.6,
76833,77108,TYPEMR|4|1,csp_6_3,dip|1|3,False,54,ACT1.1,Male,E,1596.0,CDI,ct_9,C,GZ,634c,tr_1,77,25099,O,EMP1.6,
76835,77108,TYPEMR|4|1,csp_3_8,dip|1|8,False,23,ACT1.1,Male,A,1880.0,CDI,ct_9,C,JC,388c,tr_6,93,32238,O,EMP1.6,
76837,77108,TYPEMR|4|2,csp_6_8,dip|2,False,35,ACT1.1,Male,A,152.0,CDI,,P,FZ,681b,,67,1020,O,EMP1.6,
76838,77108,TYPEMR|4|1,csp_4_3,dip|1|9,False,51,ACT1.1,Female,A,2035.0,AUT,ct_3,C,QA,431d,tr_6,75,51653,O,EMP1.5,CF-109
76841,77108,TYPEMR|4|3,csp_4_6,dip|1|1,False,56,ACT1.1,Female,A,1016.0,AUT,ct_9,N,GZ,463e,tr_6,69,8439,O,EMP1.5,
76842,77108,TYPEMR|1|1,csp_6_4,dip|1|3,False,47,ACT1.1,Male,E,2122.0,CDI,ct_5,C,HZ,641b,tr_6,92,24860,O,EMP1.6,
76849,77108,TYPEMR|4|1,csp_6_2,dip|1|2,False,62,ACT1.1,Female,E,1723.0,CDI,ct_9,C,CC,623d,tr_3,93,17055,O,EMP1.6,
76850,77108,TYPEMR|4|1,csp_4_6,dip|1|3,False,60,ACT1.1,Female,E,2184.0,CDI,ct_9,C,GZ,462b,tr_4,77,25755,O,EMP1.6,
76852,77108,TYPEMR|4|1,csp_6_3,dip|1|4,False,38,ACT1.1,Male,E,1569.0,CDI,ct_9,C,FZ,632f,tr_1,77,26162,O,EMP1.6,
76856,77108,TYPEMR|1|1,csp_6_3,dip|1|6,False,42,ACT1.1,Male,E,1526.0,CDI,ct_9,C,LZ,631a,tr_5,91,18373,O,EMP1.6,
76860,77108,TYPEMR|4|2,csp_3_8,dip|1|8,False,63,ACT1.1,Male,E,1825.0,CDI,ct_9,C,JC,388c,tr_6,92,40900,O,EMP1.6,
76866,77108,TYPEMR|1|2,csp_4_3,dip|1|7,False,31,ACT1.1,Female,E,1771.0,CDI,ct_9,C,QA,431f,tr_4,94,23572,O,EMP1.6,
76869,77108,TYPEMR|3|2,csp_6_7,dip|2,False,25,ACT1.1,Male,A,1094.0,CDI,ct_9,C,BZ,671d,tr_3,77,13376,O,EMP1.6,
76870,77108,TYPEMR|4|2,csp_3_8,dip|1|6,False,49,ACT1.1,Male,E,1846.0,CDI,ct_9,C,CM,386e,tr_2,77,34801,O,EMP1.6,
76873,77108,TYPEMR|1|1,csp_4_5,dip|1|7,False,36,ACT1.1,Male,A,1890.0,CDI,ct_9,C,HZ,451a,tr_5,77,23869,O,EMP1.6,
76874,77108,TYPEMR|4|1,csp_5_3,dip|1|3,False,32,ACT1.1,Male,A,1421.0,CDI,ct_9,C,NZ,534a,tr_6,94,13535,O,EMP1.6,
76875,77108,TYPEMR|4|1,csp_6_5,dip|1|3,False,37,ACT1.1,Female,E,1824.0,CDI,ct_5,C,HZ,655a,tr_4,77,20987,O,EMP1.6,
76879,77108,TYPEMR|1|1,csp_6_3,dip|1|3,False,58,ACT1.1,Male,E,1456.0,CDI,ct_9,C,FZ,632j,tr_3,94,21786,O,EMP1.6,
76884,77108,TYPEMR|4|3,csp_4_3,dip|1|6,False,64,ACT1.1,Female,E,311.0,AUT,ct_3,P,QA,431a,tr_6,77,11982,O,EMP1.5,
76886,77108,TYPEMR|4|1,csp_5_6,dip|1|4,False,37,ACT1.1,Female,E,1173.0,CDI,ct_9,P,IZ,561d,tr_1,77,11682,O,EMP1.6,
76889,77108,TYPEMR|4|1,csp_4_6,dip|1|3,False,36,ACT1.1,Male,E,1601.0,CDI,ct_9,C,GZ,462b,tr_5,77,27095,O,EMP1.6,
76891,77108,TYPEMR|4|1,csp_5_6,dip|1|3,False,46,ACT1.1,Female,E,1056.0,CDI,ct_9,P,IZ,561d,tr_1,77,8925,O,EMP1.6,
76895,77108,TYPEMR|3|2,csp_3_4,dip|1|8,False,43,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_4,77,31911,O,EMP1.6,
76899,77108,TYPEMR|3|1,csp_5_2,dip|1|3,False,49,ACT1.1,Male,A,1835.0,CDI,ct_8,C,QB,526a,tr_4,77,21806,O,EMP1.6,
76900,77108,TYPEMR|1|2,csp_5_5,dip|1|4,False,54,ACT1.1,Female,A,1710.0,CDI,ct_9,C,GZ,556a,tr_5,94,23550,O,EMP1.6,
76907,77109,TYPEMR|4|1,csp_3_7,dip|1|6,False,48,ACT1.1,Female,E,1820.0,CDI,ct_9,C,KZ,376d,tr_1,77,58836,O,EMP1.6,
76909,77110,TYPEMR|4|1,csp_5_6,dip|1|7,False,44,ACT1.1,Female,A,742.0,CDI,ct_9,C,NZ,561f,tr_3,77,7551,O,EMP1.6,
76910,77111,TYPEMR|4|1,csp_5_2,dip|1|5,False,54,ACT1.1,Female,E,1740.0,CDI,ct_9,C,QB,525d,tr_3,77,20070,O,EMP1.6,
76921,77113,TYPEMR|4|1,csp_5_2,dip|1|6,False,48,ACT1.1,Female,E,2376.0,CDI,ct_9,C,QB,526a,tr_4,77,25256,O,EMP1.6,
76926,77114,TYPEMR|1|1,csp_5_6,dip|1|5,False,21,ACT1.1,Male,A,835.0,AUT,ct_9,C,IZ,561c,tr_6,75,8394,X,EMP1.5,
76927,77116,TYPEMR|4|1,csp_4_8,dip|1|2,False,26,ACT1.1,Male,A,1762.0,CDI,ct_9,C,FZ,481b,tr_5,77,26538,O,EMP1.6,
76933,77118,TYPEMR|4|2,csp_4_6,dip|1|3,False,39,ACT1.1,Male,A,2017.0,CDI,ct_9,C,GZ,463b,tr_6,92,52994,O,EMP1.6,
76940,77118,TYPEMR|1|2,csp_5_5,dip|1|4,False,51,ACT1.1,Female,A,1669.0,CDI,ct_9,P,NZ,552a,tr_2,77,17417,O,EMP1.6,CF-123
76942,77118,TYPEMR|4|1,csp_4_6,dip|1|6,False,21,ACT1.1,Male,A,987.0,CDI,ct_9,C,IZ,468a,tr_3,77,12261,O,EMP1.6,
76947,77121,TYPEMR|4|1,csp_5_5,dip|1|6,False,35,ACT1.1,Male,E,1571.0,CDI,ct_9,P,GZ,551a,tr_4,91,16653,O,EMP1.6,
76951,77122,TYPEMR|1|1,csp_6_7,dip|1|4,False,41,ACT1.1,Male,E,724.0,CDI,ct_9,C,CA,674c,tr_5,77,12634,O,EMP1.6,CF-413
76952,77122,TYPEMR|4|1,csp_6_4,dip|1|3,False,56,ACT1.1,Male,E,409.0,CDI,ct_9,C,SZ,643a,tr_4,91,5041,O,EMP1.6,
76953,77122,TYPEMR|4|2,csp_5_2,dip|2,False,52,ACT1.1,Male,A,2021.0,CDI,ct_9,C,QA,526e,tr_2,77,18702,O,EMP1.6,
76959,77122,TYPEMR|4|1,csp_6_7,dip|3,False,52,ACT1.1,Female,E,1846.0,CDI,ct_9,C,CA,674c,tr_4,77,21807,O,EMP1.6,
76964,77122,TYPEMR|3|2,csp_5_6,dip|1|2,False,33,ACT1.1,Female,E,1130.0,CDI,ct_9,P,SZ,562a,tr_1,92,9712,O,EMP1.6,
76970,77122,TYPEMR|3|2,csp_5_6,dip|1|2,False,39,ACT1.1,Female,A,712.0,CDI,,P,TZ,563c,,94,6276,O,EMP1.6,
76973,77122,TYPEMR|4|1,csp_3_3,dip|1|8,False,30,ACT1.1,Female,A,1091.0,CDD,ct_2,P,OZ,333f,tr_6,91,15490,O,EMP1.5,
76976,77122,TYPEMR|4|1,csp_4_6,dip|1|6,False,30,ACT1.1,Male,A,1826.0,CDI,ct_1,C,OZ,461f,tr_6,93,26773,O,EMP1.6,
76979,77122,TYPEMR|3|2,csp_5_6,dip|1|4,False,23,ACT1.1,Female,A,1614.0,CDI,ct_9,C,QB,563b,tr_3,77,13986,O,EMP1.6,
76987,77124,TYPEMR|4|1,csp_3_7,dip|3,False,59,ACT1.1,Female,E,1820.0,CDI,ct_9,C,KZ,376e,tr_5,75,31816,O,EMP1.6,CF-402
76988,77125,TYPEMR|1|1,csp_5_4,dip|1|4,False,21,ACT1.1,Male,A,1764.0,CDI,ct_9,C,HZ,543g,tr_1,77,22756,O,EMP1.6,
76990,77125,TYPEMR|4|1,csp_5_4,dip|1|4,False,43,ACT1.1,Female,E,839.0,CDI,ct_9,P,MA,543g,tr_6,75,13945,O,EMP1.6,
76997,77131,TYPEMR|4|1,csp_3_4,dip|1|7,False,43,ACT1.1,Male,E,1820.0,CDI,ct_8,C,PZ,341a,tr_4,77,34746,O,EMP1.6,
77000,77131,TYPEMR|4|1,csp_4_7,dip|1|6,False,32,ACT1.1,Female,A,1827.0,CDI,ct_9,C,CF,475a,tr_5,92,46304,O,EMP1.6,
77002,77131,TYPEMR|4|1,csp_5_5,dip|1|4,False,35,ACT1.1,Female,E,1219.0,CDI,ct_9,C,GZ,554b,tr_1,94,16420,O,EMP1.6,CF-117
77003,77131,TYPEMR|4|1,csp_6_3,dip|1|3,False,38,ACT1.1,Female,E,1884.0,CDI,ct_9,P,IZ,636d,tr_2,77,17791,O,EMP1.6,
77008,77131,TYPEMR|4|1,csp_4_6,dip|1|3,False,51,ACT1.1,Female,E,1135.0,CDI,ct_8,C,QB,461f,tr_3,94,15850,O,EMP1.6,
77019,77131,TYPEMR|1|1,csp_4_6,dip|1|5,False,53,ACT1.1,Male,E,1891.0,CDI,ct_9,C,HZ,466c,tr_6,95,32518,O,EMP1.6,
77022,77135,TYPEMR|1|2,csp_5_6,dip|1|8,False,59,ACT1.1,Female,A,1823.0,CDI,ct_7,N,QB,563b,tr_1,77,26772,O,EMP1.6,
77025,77135,TYPEMR|4|1,csp_5_2,dip|1|4,False,41,ACT1.1,Male,E,1820.0,CDI,ct_3,C,QA,525d,tr_6,77,18225,O,EMP1.6,
77030,77139,TYPEMR|4|1,csp_5_4,dip|1|6,False,40,ACT1.1,Female,E,1684.0,CDI,ct_9,C,GZ,543g,tr_1,77,17035,O,EMP1.6,
77033,77139,TYPEMR|4|4,csp_6_8,dip|1|2,False,24,ACT1.1,Male,A,871.0,CDI,ct_9,C,FZ,681b,tr_1,77,8228,O,EMP1.6,
77035,77139,TYPEMR|4|1,csp_3_7,dip|1|6,False,52,ACT1.1,Female,E,1752.0,CDI,ct_8,C,SZ,372d,tr_1,75,31966,O,EMP1.6,
77037,77139,TYPEMR|4|1,csp_5_4,dip|1|3,False,48,ACT1.1,Male,A,1206.0,CDI,ct_9,C,RZ,546b,tr_6,77,17733,O,EMP1.6,
77039,77139,TYPEMR|4|3,csp_4_6,dip|1|2,False,50,ACT1.1,Female,E,2026.0,CDI,ct_9,C,MA,467c,tr_6,94,28886,O,EMP1.6,
77043,77139,TYPEMR|4|3,csp_4_3,dip|1|7,False,26,ACT1.1,Female,E,1752.0,CDI,ct_9,C,QA,433a,tr_1,77,25898,O,EMP1.6,
77058,77142,TYPEMR|4|1,csp_3_4,dip|1|8,False,54,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_4,77,31252,O,EMP1.6,
77070,77143,TYPEMR|4|1,csp_4_6,dip|1|5,False,33,ACT1.1,Female,E,1867.0,CDI,ct_9,C,KZ,467a,tr_1,77,30765,O,EMP1.6,
77075,77146,TYPEMR|1|2,csp_4_3,dip|1|4,False,66,ACT1.1,Female,A,1066.0,CDI,ct_8,P,SZ,434b,tr_1,77,11685,O,EMP1.6,
77079,77148,TYPEMR|4|1,csp_4_3,dip|1|5,False,56,ACT1.1,Male,E,1795.0,CDI,ct_9,C,QA,433a,tr_3,93,31833,O,EMP1.6,
77085,77152,TYPEMR|4|1,csp_4_6,dip|1|6,False,54,ACT1.1,Female,E,1820.0,CDI,ct_9,C,DZ,461b,tr_5,75,47352,O,EMP1.6,
77091,77152,TYPEMR|1|2,csp_5_2,dip|2,False,54,ACT1.1,Female,A,1572.0,CDI,ct_9,C,QA,526b,tr_1,91,17368,O,EMP1.6,CF-501
77103,77152,TYPEMR|4|2,csp_6_2,dip|1|3,False,44,ACT1.1,Male,E,1850.0,CDI,ct_9,C,HZ,628a,tr_4,77,23965,O,EMP1.6,
77108,77152,TYPEMR|4|1,csp_5_2,dip|1|5,False,46,ACT1.1,Female,E,1890.0,CDI,ct_8,C,QA,526b,tr_2,91,22376,O,EMP1.6,
77109,77152,TYPEMR|4|1,csp_4_6,dip|1|4,False,29,ACT1.1,Male,A,1946.0,CDI,ct_9,C,GZ,462b,tr_1,77,21557,O,EMP1.6,CF-126
77110,77152,TYPEMR|4|1,csp_5_5,dip|1|4,False,46,ACT1.1,Female,E,1782.0,CDI,ct_9,C,GZ,551a,tr_5,77,15597,O,EMP1.6,
77117,77152,TYPEMR|4|1,csp_3_7,dip|1|8,False,38,ACT1.1,Female,E,1757.0,CDI,ct_9,C,MA,372a,tr_3,94,36989,O,EMP1.6,
77122,77152,TYPEMR|4|1,csp_4_3,dip|1|6,False,32,ACT1.1,Female,E,1660.0,CDI,ct_9,C,GZ,433d,tr_2,75,22724,O,EMP1.6,
77125,77153,TYPEMR|4|1,csp_3_7,dip|1|8,False,55,ACT1.1,Male,E,1750.0,CDI,ct_9,C,GZ,374c,tr_6,91,49219,O,EMP1.6,
77127,77153,TYPEMR|4|3,csp_5_2,dip|1|4,True,22,ACT1.1,Female,A,1917.0,CDI,ct_9,C,HZ,521a,tr_6,77,16503,O,EMP1.6,
77138,77155,TYPEMR|4|1,csp_3_7,dip|1|4,False,51,ACT1.1,Female,E,1611.0,CDI,ct_9,C,CH,374d,tr_3,91,30034,O,EMP1.6,
77142,77159,TYPEMR|4|1,csp_5_6,dip|1|4,False,39,ACT1.1,Male,A,320.0,CDD,ct_9,C,IZ,561d,tr_1,77,3088,O,EMP1.2,
77144,77159,TYPEMR|3|2,csp_5_2,dip|1|6,False,55,ACT1.1,Female,A,1715.0,CDI,ct_8,C,QA,526a,tr_5,91,25927,O,EMP1.6,
77145,77159,TYPEMR|4|1,csp_5_2,dip|1|6,False,46,ACT1.1,Female,E,1819.0,CDI,ct_1,C,RZ,523c,tr_6,75,25955,O,EMP1.6,
77153,77162,TYPEMR|4|1,csp_4_7,dip|1|4,False,63,ACT1.1,Male,A,1590.0,CDI,ct_9,C,CI,473c,tr_6,91,52464,O,EMP1.6,
77176,77171,TYPEMR|4|1,csp_4_6,dip|1|6,False,37,ACT1.1,Female,E,2005.0,CDI,ct_9,C,GZ,461b,tr_3,77,37727,O,EMP1.6,
77180,77174,TYPEMR|3|2,csp_5_5,dip|1|3,False,53,ACT1.1,Female,A,1333.0,CDI,ct_9,P,GZ,554f,tr_1,94,18807,O,EMP1.6,
77182,77175,TYPEMR|3|2,csp_5_2,dip|1|5,False,38,ACT1.1,Female,A,1709.0,CDI,ct_8,C,QB,526a,tr_4,77,25435,O,EMP1.6,
77185,77175,TYPEMR|4|1,csp_4_2,dip|1|7,False,38,ACT1.1,Female,E,1773.0,CDI,ct_4,C,PZ,422c,tr_5,93,35243,O,EMP1.6,
77188,77177,TYPEMR|4|1,csp_4_3,dip|1|7,False,43,ACT1.1,Female,E,1820.0,CDI,ct_9,C,QB,431a,tr_3,77,49824,O,EMP1.6,
77191,77181,TYPEMR|4|1,csp_5_5,dip|1|6,False,42,ACT1.1,Female,E,1036.0,CDI,ct_9,P,GZ,554d,tr_4,77,10449,O,EMP1.6,
77192,77181,TYPEMR|4|1,csp_5_4,dip|1|7,False,38,ACT1.1,Male,A,1872.0,CDI,ct_9,C,CG,543f,tr_1,10,47981,O,EMP1.6,
77199,77182,TYPEMR|4|1,csp_4_6,dip|1|3,False,55,ACT1.1,Male,A,801.0,CDI,ct_9,C,HZ,466c,tr_3,77,5603,O,EMP1.6,
77205,77183,TYPEMR|4|1,csp_5_6,dip|3,False,42,ACT1.1,Male,E,637.0,CDI,ct_9,C,IZ,561d,tr_4,75,4248,O,EMP1.6,
77206,77183,TYPEMR|1|2,csp_4_7,dip|1|3,False,40,ACT1.1,Female,A,917.0,CDI,ct_9,C,CM,477a,tr_3,77,23045,O,EMP1.6,
77207,77183,TYPEMR|4|1,csp_4_6,dip|1|3,False,57,ACT1.1,Female,E,2084.0,CDI,ct_1,C,OZ,461b,tr_2,75,16074,O,EMP1.6,CF-219
77230,77186,TYPEMR|4|1,csp_3_4,dip|1|8,False,44,ACT1.1,Female,E,485.0,CDI,ct_3,P,QA,344a,tr_6,77,10393,O,EMP1.6,CF-403
77231,77186,TYPEMR|3|2,csp_5_2,dip|1|5,False,41,ACT1.1,Female,E,1745.0,CDD,ct_8,C,QB,525d,tr_5,77,19448,O,EMP1.5,
77232,77186,TYPEMR|4|1,csp_3_8,dip|1|8,False,45,ACT1.1,Male,E,1619.0,CDI,ct_9,C,JC,388b,tr_3,77,44552,O,EMP1.6,CF-206
77235,77186,TYPEMR|4|1,csp_5_6,dip|1|6,False,58,ACT1.1,Female,E,484.0,CDI,ct_9,P,QB,563b,tr_4,77,3136,O,EMP1.6,
77239,77186,TYPEMR|4|1,csp_4_2,dip|1|3,False,36,ACT1.1,Male,A,1601.0,CDI,ct_9,C,PZ,423a,tr_3,75,17339,O,EMP1.6,
77245,77186,TYPEMR|3|2,csp_4_7,dip|1|5,False,41,ACT1.1,Male,A,1843.0,CDI,ct_9,C,FZ,472c,tr_3,77,34312,O,EMP1.6,CF-134
77251,77186,TYPEMR|4|1,csp_6_3,dip|1|3,False,33,ACT1.1,Male,A,207.0,CDI,ct_9,C,IZ,636d,tr_1,91,2353,O,EMP1.6,
77256,77190,TYPEMR|4|1,csp_5_6,dip|1|7,False,49,ACT1.1,Female,E,1477.0,CDI,ct_9,C,SZ,562b,tr_1,77,13585,O,EMP1.6,
77257,77192,TYPEMR|3|2,csp_5_6,dip|1|2,False,29,ACT1.1,Female,A,493.0,CDI,,C,CB,564b,,75,3281,O,EMP1.6,
77260,77192,TYPEMR|4|2,csp_5_2,dip|1|2,False,33,ACT1.1,Male,A,300.0,CDI,ct_2,P,OZ,524c,tr_3,77,3054,O,EMP1.6,
77264,77192,TYPEMR|4|1,csp_5_4,dip|3,False,28,ACT1.1,Male,E,1307.0,CDI,ct_9,P,JA,541b,tr_3,77,9945,O,EMP1.6,
77267,77196,TYPEMR|4|1,csp_4_2,dip|1|8,False,31,ACT1.1,Female,E,1213.0,CDI,ct_8,C,PZ,422c,tr_5,93,13836,O,EMP1.6,
77270,77203,TYPEMR|1|2,csp_4_6,dip|1|5,False,35,ACT1.1,Female,E,1748.0,CDI,ct_9,C,KZ,467a,tr_1,77,34375,O,EMP1.6,
77280,77211,TYPEMR|3|2,csp_5_2,dip|1|6,False,52,ACT1.1,Female,A,1700.0,CDI,ct_9,C,QA,526b,tr_1,77,33956,O,EMP1.6,
77281,77211,TYPEMR|4|1,csp_5_6,dip|1|4,False,54,ACT1.1,Female,E,1514.0,CDI,ct_7,N,QB,563b,tr_1,75,12691,O,EMP1.6,
77282,77214,TYPEMR|4|1,csp_5_4,dip|3,False,29,ACT1.1,Female,A,1226.0,CDI,ct_9,C,HZ,543h,tr_3,77,6363,O,EMP1.6,
77283,77214,TYPEMR|1|1,csp_5_3,dip|1|3,False,20,ACT1.1,Male,A,1050.0,AUT,ct_1,C,OZ,532a,tr_6,36,7143,O,EMP1.5,
77284,77214,TYPEMR|4|1,csp_5_2,dip|1|5,False,36,ACT1.1,Male,A,2624.0,CDI,ct_2,P,OZ,525c,tr_6,77,43039,O,EMP1.6,
77286,77215,TYPEMR|4|1,csp_6_2,dip|1|6,False,48,ACT1.1,Male,A,2178.0,CDI,ct_9,C,CH,623f,tr_2,94,49108,O,EMP1.6,
77287,77215,TYPEMR|4|1,csp_5_4,dip|1|6,False,36,ACT1.1,Female,A,1820.0,CDI,ct_9,C,QA,542a,tr_4,94,25754,O,EMP1.6,
77288,77215,TYPEMR|4|1,csp_6_8,dip|1|3,False,24,ACT1.1,Male,A,306.0,CDI,ct_9,C,FZ,681b,tr_2,93,2196,O,EMP1.6,CF-111
77289,77215,TYPEMR|4|1,csp_4_6,dip|1|4,False,52,ACT1.1,Female,E,1757.0,CDI,ct_8,C,PZ,461b,tr_3,93,28731,O,EMP1.6,
77293,77215,TYPEMR|3|1,csp_6_8,dip|3,False,22,ACT1.1,Male,A,1288.0,CDI,ct_9,C,FZ,681a,tr_1,77,8566,O,EMP1.6,
77297,77216,TYPEMR|1|1,csp_3_8,dip|1|3,False,50,ACT1.1,Male,A,1824.0,CDI,ct_5,C,HZ,389a,tr_6,75,53553,O,EMP1.6,
77303,77220,TYPEMR|4|1,csp_5_5,dip|1|6,False,24,ACT1.1,Female,E,626.0,CDI,ct_9,P,GZ,553c,tr_3,75,8718,O,EMP1.6,
77304,77220,TYPEMR|4|3,csp_3_7,dip|1|4,False,57,ACT1.1,Female,E,1774.0,CDI,ct_9,C,HZ,373b,tr_6,93,51201,O,EMP1.6,
77305,77220,TYPEMR|4|1,csp_4_3,dip|1|7,False,40,ACT1.1,Male,A,1820.0,CDI,ct_8,C,QB,434f,tr_5,77,22634,O,EMP1.6,
77311,77223,TYPEMR|4|1,csp_5_4,dip|1|4,False,33,ACT1.1,Female,E,1602.0,CDI,ct_9,P,GZ,541b,tr_4,77,15254,O,EMP1.6,
77312,77226,TYPEMR|4|1,csp_4_3,dip|1|7,False,29,ACT1.1,Female,E,612.0,CDI,ct_9,P,GZ,433b,tr_1,77,4122,O,EMP1.6,
77315,77226,TYPEMR|4|4,csp_5_4,dip|1|6,False,40,ACT1.1,Female,A,1872.0,CDI,ct_9,C,MA,543b,tr_3,77,16436,O,EMP1.6,
77330,77240,TYPEMR|1|1,csp_4_6,dip|1|6,False,53,ACT1.1,Male,A,1766.0,CDI,ct_9,C,GZ,462b,tr_3,77,23428,O,EMP1.6,
77333,77241,TYPEMR|4|3,csp_5_2,dip|1|4,False,34,ACT1.1,Female,A,1782.0,CDI,ct_9,C,QB,525d,tr_4,93,22428,O,EMP1.6,
77336,77241,TYPEMR|4|2,csp_4_3,dip|1|1,False,29,ACT1.1,Male,A,1553.0,CDI,ct_2,C,OZ,435b,tr_4,77,12125,O,EMP1.6,
77339,77242,TYPEMR|4|1,csp_3_7,dip|1|8,False,46,ACT1.1,Female,A,1820.0,CDI,ct_9,C,MA,372c,tr_6,94,60651,O,EMP1.6,
77350,77243,TYPEMR|4|1,csp_4_6,dip|1|7,False,41,ACT1.1,Male,E,1561.0,CDI,ct_9,C,GZ,461f,tr_4,75,29033,O,EMP1.6,
77361,77243,TYPEMR|1|2,csp_4_3,dip|1|6,False,41,ACT1.1,Female,E,2200.0,CDI,ct_8,C,QB,431a,tr_2,77,34057,O,EMP1.6,
77363,77243,TYPEMR|4|1,csp_5_5,dip|1|7,False,25,ACT1.1,Female,E,819.0,CDI,ct_9,P,GZ,553c,tr_3,77,8965,O,EMP1.6,
77364,77243,TYPEMR|4|1,csp_5_6,dip|3,False,35,ACT1.1,Female,E,1086.0,CDI,ct_9,P,QB,563b,tr_3,77,8719,O,EMP1.6,
77372,77244,TYPEMR|4|1,csp_6_3,dip|1|3,False,50,ACT1.1,Male,E,1548.0,CDI,ct_9,C,IZ,636d,tr_1,77,24965,O,EMP1.6,
77390,77251,TYPEMR|4|1,csp_4_2,dip|1|7,False,45,ACT1.1,Female,E,907.0,CDI,ct_8,P,PZ,423b,tr_2,77,11807,O,EMP1.6,
77397,77253,TYPEMR|4|2,csp_4_8,dip|2,False,45,ACT1.1,Male,A,1950.0,CDI,ct_9,C,CJ,482a,tr_6,77,26990,O,EMP1.6,
77401,77255,TYPEMR|4|1,csp_3_4,dip|1|9,False,38,ACT1.1,Female,E,1227.0,CDI,ct_9,P,GZ,344d,tr_1,77,26824,O,EMP1.6,
77403,77257,TYPEMR|4|2,csp_5_4,dip|1|5,False,31,ACT1.1,Female,A,1572.0,CDI,ct_9,C,FZ,542a,tr_3,94,20313,O,EMP1.6,
77408,77257,TYPEMR|4|1,csp_3_3,dip|1|8,False,45,ACT1.1,Female,E,1846.0,CDI,ct_9,C,HZ,333c,tr_3,75,44521,O,EMP1.6,
77410,77258,TYPEMR|3|2,csp_5_6,dip|1|7,False,42,ACT1.1,Female,A,1415.0,CDI,ct_7,N,TZ,563c,tr_1,77,17040,O,EMP1.6,
77413,77258,TYPEMR|4|1,csp_4_5,dip|1|6,False,53,ACT1.1,Female,A,1805.0,CDI,ct_9,C,KZ,451a,tr_6,93,36054,O,EMP1.6,
77414,77258,TYPEMR|4|2,csp_6_3,dip|1|7,False,53,ACT1.1,Male,E,1298.0,CDI,ct_9,C,FZ,632g,tr_1,91,15585,O,EMP1.6,
77418,77258,TYPEMR|4|1,csp_3_8,dip|1|8,False,36,ACT1.1,Male,E,1820.0,CDI,ct_9,C,MB,388a,tr_2,75,76901,O,EMP1.6,
