PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,Nom de la commune,town_type,DEP,community_size,dep_median_inc,sports,Code,Categorie,Nom fédération,Nom catégorie
69308,73011,TYPEMR|1|2,csp_4_5,dip|1|6,False,65,ACT1.1,Female,A,Albertville,Sous-préfecture,73,20066,24270,,,,,
69311,73011,TYPEMR|4|1,csp_8_4,dip|1|3,True,20,ACT2.2,Female,A,Albertville,Sous-préfecture,73,20066,24270,,,,,
69315,73011,TYPEMR|3|2,csp_8_4,dip|3,True,16,ACT2.2,Male,A,Albertville,Sous-préfecture,73,20066,24270,,,,,
69316,73011,TYPEMR|4|1,csp_8_5,dip|2,False,35,ACT2.5,Male,A,Albertville,Sous-préfecture,73,20066,24270,,,,,
69321,73011,TYPEMR|1|2,csp_8_4,dip|1|4,True,24,ACT2.2,Female,A,Albertville,Sous-préfecture,73,20066,24270,,,,,
69326,73021,TYPEMR|4|4,csp_8_5,dip|2,False,57,ACT2.4,Female,A,Arvillard,Commune simple,73,867,24270,,,,,
69327,73021,TYPEMR|4|2,csp_8_1,dip|3,False,21,ACT1.2,Male,A,Arvillard,Commune simple,73,867,24270,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
69341,73029,TYPEMR|4|4,csp_7_1,dip|3,False,85,ACT2.1,Male,E,Barberaz,Commune simple,73,5140,24270,,,,,
69345,73030,TYPEMR|4|1,csp_8_4,dip|1|4,True,20,ACT2.2,Male,A,Barby,Commune simple,73,3470,24270,,,,,
69347,73031,TYPEMR|4|3,csp_8_4,dip|1|2,True,21,ACT2.2,Female,E,Bassens,Commune simple,73,4906,24270,,,,,
69349,73031,TYPEMR|4|4,csp_7_1,dip|1|1,False,80,ACT2.1,Female,A,Bassens,Commune simple,73,4906,24270,,,,,
69350,73032,TYPEMR|4|3,csp_7_5,dip|1|5,False,63,ACT2.1,Male,E,La Bâthie,Commune simple,73,2189,24270,,,,,
69357,73043,TYPEMR|4|2,csp_8_5,dip|1|4,False,51,ACT2.4,Female,A,La Biolle,Commune simple,73,2816,24270,,,,,
69363,73051,TYPEMR|4|2,csp_3_1,dip|1|8,False,73,ACT1.1,Male,E,Le Bourget-du-Lac,Commune simple,73,5065,24270,,,,,
69367,73051,TYPEMR|4|4,csp_6_3,dip|1,False,44,ACT1.2,Male,E,Le Bourget-du-Lac,Commune simple,73,5065,24270,,,,,
69371,73051,TYPEMR|4|1,csp_4_6,dip|1|5,False,31,ACT1.1,Female,A,Le Bourget-du-Lac,Commune simple,73,5065,24270,,,,,
69376,73051,TYPEMR|1|2,csp_8_5,dip|2,False,56,ACT2.4,Female,E,Le Bourget-du-Lac,Commune simple,73,5065,24270,,,,,
69382,73054,TYPEMR|4|4,csp_8_5,dip|2,False,20,ACT2.5,Female,A,Bourg-Saint-Maurice,Chef-lieu canton,73,7596,24270,CF-121,CF-121,1.0,Fédération Française de ski,Fédération unisport olympique
69385,73054,TYPEMR|4|3,csp_6_2,dip|1|3,False,27,ACT1.2,Male,A,Bourg-Saint-Maurice,Chef-lieu canton,73,7596,24270,,,,,
69386,73054,TYPEMR|4|1,csp_8_4,dip|1|3,True,20,ACT2.2,Female,A,Bourg-Saint-Maurice,Chef-lieu canton,73,7596,24270,CF-101,CF-101,1.0,Fédération Française d'athlétisme,Fédération unisport olympique
69395,73058,TYPEMR|4|1,csp_3_3,dip|1|4,False,62,ACT1.1,Male,E,La Bridoire,Commune simple,73,1291,24270,,,,,
69408,73065,TYPEMR|4|1,csp_2_1,dip|1|4,False,49,ACT1.1,Male,A,Chambéry,Préfecture,73,60478,24270,,,,,
69410,73065,TYPEMR|4|4,csp_8_5,dip|1|3,False,63,ACT2.5,Male,E,Chambéry,Préfecture,73,60478,24270,CF-125,CF-125,1.0,Fédération Française de tir,Fédération unisport olympique
69411,73065,TYPEMR|4|4,csp_7_1,dip|1|1,False,78,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69412,73065,TYPEMR|1|2,csp_7_1,dip|1|1,False,95,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69419,73065,TYPEMR|4|4,csp_7_2,dip|1|1,False,68,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69421,73065,TYPEMR|4|1,csp_6_8,dip|1|1,False,51,ACT1.1,Female,E,Chambéry,Préfecture,73,60478,24270,CF-420,CF-420,4.0,Fédération sportive des ASPTT,Fédération multisports affinitaire
69423,73065,TYPEMR|4|1,csp_2_1,dip|1|7,False,65,ACT1.1,Male,E,Chambéry,Préfecture,73,60478,24270,,,,,
69424,73065,TYPEMR|4|4,csp_7_2,dip|1|4,False,75,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69431,73065,TYPEMR|4|1,csp_8_4,dip|2,True,18,ACT2.2,Male,A,Chambéry,Préfecture,73,60478,24270,,,,,
69432,73065,TYPEMR|4|1,csp_4_2,dip|1|6,False,37,ACT1.1,Male,A,Chambéry,Préfecture,73,60478,24270,,,,,
69435,73065,TYPEMR|4|1,csp_2_2,dip|1|6,False,56,ACT1.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69438,73065,TYPEMR|4|1,csp_2_3,dip|1|7,False,49,ACT1.1,Male,E,Chambéry,Préfecture,73,60478,24270,CF-501,CF-501,5.0,Fédération Française handisport,Fédération multisports sport et handicap
69441,73065,TYPEMR|4|4,csp_8_5,dip|1|3,False,53,ACT2.5,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69445,73065,TYPEMR|4|1,csp_3_3,dip|1|4,False,54,ACT1.1,Female,E,Chambéry,Préfecture,73,60478,24270,,,,,
69457,73065,TYPEMR|4|4,csp_7_2,dip|1|1,False,74,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69458,73065,TYPEMR|1|2,csp_7_2,dip|1|3,False,85,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69459,73065,TYPEMR|4|1,csp_5_4,dip|1|3,False,51,ACT1.1,Male,E,Chambéry,Préfecture,73,60478,24270,,,,,
69461,73065,TYPEMR|4|1,csp_1_1,dip|1|5,False,62,ACT1.1,Male,E,Chambéry,Préfecture,73,60478,24270,CF-117,CF-117,1.0,"Fédération Française de judo-jujitsu, kendo et disciplines associées",Fédération unisport olympique
69472,73065,TYPEMR|4|1,csp_2_1,dip|1|7,False,61,ACT1.1,Male,E,Chambéry,Préfecture,73,60478,24270,,,,,
69473,73065,TYPEMR|1|2,csp_7_1,dip|1|1,False,92,ACT2.1,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69476,73065,TYPEMR|3|1,csp_8_4,dip|1|4,True,20,ACT2.2,Female,A,Chambéry,Préfecture,73,60478,24270,,,,,
69477,73065,TYPEMR|4|1,csp_8_4,dip|1|4,True,20,ACT2.2,Male,A,Chambéry,Préfecture,73,60478,24270,,,,,
69480,73065,TYPEMR|3|2,csp_8_4,dip|1|4,True,18,ACT2.2,Female,A,Chambéry,Préfecture,73,60478,24270,CF-123,CF-123,1.0,Fédération Française de tennis,Fédération unisport olympique
69481,73065,TYPEMR|3|2,csp_8_4,dip|1|4,True,21,ACT2.2,Male,A,Chambéry,Préfecture,73,60478,24270,,,,,
69491,73073,TYPEMR|1|1,csp_8_5,dip|1|6,False,55,ACT2.5,Male,A,Chanaz,Commune simple,73,542,24270,,,,,
69495,73076,TYPEMR|4|4,csp_8_5,dip|2,False,26,ACT2.5,Female,A,La Chapelle-du-Mont-du-Chat,Commune simple,73,265,24270,CF-403,CF-403,4.0,Fédération Française sports pour tous,Fédération multisports affinitaire
69498,73079,TYPEMR|4|1,csp_2_1,dip|1|2,False,56,ACT1.1,Male,A,Châteauneuf,Commune simple,73,939,24270,,,,,
69507,73085,TYPEMR|1|2,csp_4_2,dip|1|6,False,62,ACT1.1,Female,A,Chindrieux,Commune simple,73,1415,24270,,,,,
69508,73087,TYPEMR|2|0,csp_2_2,dip|1|2,True,18,ACT1.2,Male,A,Cognin,Chef-lieu canton,73,6543,24270,,,,,
69512,73087,TYPEMR|4|4,csp_8_5,dip|3,True,15,ACT2.2,Male,E,Cognin,Chef-lieu canton,73,6543,24270,,,,,
69517,73087,TYPEMR|4|2,csp_8_5,dip|1|8,False,31,ACT2.4,Female,A,Cognin,Chef-lieu canton,73,6543,24270,CF-401,CF-401,4.0,Fédération Française des clubs alpins et de montagne,Fédération multisports affinitaire
69524,73094,TYPEMR|4|2,csp_3_4,dip|1|8,False,65,ACT1.1,Male,E,Crest-Voland,Commune simple,73,350,24270,,,,,
69526,73096,TYPEMR|3|2,csp_6_5,dip|1|3,False,61,ACT1.1,Female,A,Cruet,Commune simple,73,1060,24270,,,,,
69530,73100,TYPEMR|3|1,csp_6_3,dip|1|6,False,29,ACT1.2,Male,A,Domessin,Commune simple,73,1950,24270,,,,,
69534,73103,TYPEMR|4|1,csp_3_3,dip|1|8,False,56,ACT1.1,Female,E,Drumettaz-Clarafond,Chef-lieu canton,73,3001,24270,,,,,
69538,73109,TYPEMR|4|4,csp_6_3,dip|1|3,False,40,ACT1.2,Female,A,Épierre,Commune simple,73,786,24270,,,,,
69540,73110,TYPEMR|1|1,csp_8_6,dip|2,False,75,ACT2.1,Male,A,Esserts-Blay,Commune simple,73,789,24270,,,,,
69541,73114,TYPEMR|1|2,csp_2_1,dip|1|8,False,33,ACT1.1,Female,A,Flumet,Commune simple,73,831,24270,,,,,
69551,73124,TYPEMR|1|1,csp_6_5,dip|1|3,False,35,ACT1.2,Male,A,Gilly-sur-Isère,Commune simple,73,3120,24270,,,,,
69557,73128,TYPEMR|3|2,csp_5_5,dip|1|2,False,32,ACT1.2,Female,A,Grésy-sur-Aix,Chef-lieu canton,73,4696,24270,,,,,
69558,73128,TYPEMR|4|1,csp_6_2,dip|1|3,False,35,ACT1.1,Female,E,Grésy-sur-Aix,Chef-lieu canton,73,4696,24270,,,,,
69562,73128,TYPEMR|4|1,csp_8_4,dip|3,True,16,ACT2.2,Male,E,Grésy-sur-Aix,Chef-lieu canton,73,4696,24270,,,,,
69572,73132,TYPEMR|4|2,csp_8_5,dip|1|6,False,31,ACT2.5,Female,A,Hauteluce,Commune simple,73,781,24270,,,,,
69591,73150,TYPEMR|2|0,csp_8_5,dip|3,True,18,ACT2.5,Female,A,La Plagne Tarentaise,Commune simple,73,3894,24270,,,,,
69593,73150,TYPEMR|4|4,csp_5_6,dip|1|3,False,23,ACT1.2,Female,A,La Plagne Tarentaise,Commune simple,73,3894,24270,,,,,
69594,73151,TYPEMR|4|1,csp_4_3,dip|1|7,False,52,ACT1.1,Male,A,Porte-de-Savoie,Commune simple,73,3884,24270,,,,,
69595,73151,TYPEMR|4|4,csp_8_6,dip|1|1,False,71,ACT2.4,Female,A,Porte-de-Savoie,Commune simple,73,3884,24270,,,,,
69596,73151,TYPEMR|4|2,csp_5_5,dip|1|2,False,37,ACT1.2,Female,A,Porte-de-Savoie,Commune simple,73,3884,24270,,,,,
69603,73155,TYPEMR|4|1,csp_2_2,dip|1|7,False,43,ACT1.1,Female,A,Méry,Commune simple,73,2055,24270,,,,,
69612,73161,TYPEMR|4|1,csp_7_2,dip|2,False,89,ACT2.1,Male,E,Montagny,Commune simple,73,668,24270,,,,,
69616,73164,TYPEMR|4|4,csp_5_6,dip|2,False,52,ACT1.2,Female,A,Montcel,Commune simple,73,1072,24270,,,,,
69619,73170,TYPEMR|4|4,csp_7_2,dip|1|3,False,79,ACT2.1,Female,A,Monthion,Commune simple,73,537,24270,,,,,
69624,73171,TYPEMR|4|1,csp_2_1,dip|1|6,False,57,ACT1.1,Male,A,Montmélian,Chef-lieu canton,73,4173,24270,,,,,
69632,73179,TYPEMR|4|2,csp_8_5,dip|1|4,False,51,ACT2.4,Female,A,La Motte-Servolex,Chef-lieu canton,73,12731,24270,,,,,
69633,73179,TYPEMR|4|4,csp_7_5,dip|1|6,False,87,ACT2.1,Female,A,La Motte-Servolex,Chef-lieu canton,73,12731,24270,,,,,
69635,73179,TYPEMR|4|2,csp_6_7,dip|1|4,False,31,ACT1.2,Female,A,La Motte-Servolex,Chef-lieu canton,73,12731,24270,,,,,
69639,73179,TYPEMR|2|0,csp_7_2,dip|2,False,63,ACT2.1,Female,A,La Motte-Servolex,Chef-lieu canton,73,12731,24270,,,,,
69640,73179,TYPEMR|4|1,csp_3_3,dip|1|5,False,56,ACT1.1,Female,A,La Motte-Servolex,Chef-lieu canton,73,12731,24270,,,,,
69659,73187,TYPEMR|1|1,csp_2_2,dip|1|3,False,63,ACT1.1,Male,A,La Léchère,Commune simple,73,2691,24270,,,,,
69664,73196,TYPEMR|1|1,csp_7_2,dip|1|5,False,66,ACT2.1,Male,E,Pallud,Commune simple,73,808,24270,,,,,
69666,73204,TYPEMR|4|1,csp_2_1,dip|1|6,False,42,ACT1.1,Male,E,Le Pont-de-Beauvoisin,Chef-lieu canton,73,2107,24270,,,,,
69673,73211,TYPEMR|4|4,csp_8_6,dip|1|3,False,64,ACT2.4,Female,A,Queige,Commune simple,73,806,24270,,,,,
69674,73211,TYPEMR|3|2,csp_8_5,dip|2,False,54,ACT2.5,Male,A,Queige,Commune simple,73,806,24270,,,,,
69677,73213,TYPEMR|3|1,csp_8_1,dip|1|5,False,22,ACT1.2,Female,A,La Ravoire,Chef-lieu canton,73,9076,24270,,,,,
69699,73222,TYPEMR|4|1,csp_8_4,dip|1|3,True,21,ACT2.2,Male,A,Saint-Alban-Leysse,Chef-lieu canton,73,6494,24270,,,,,
69708,73223,TYPEMR|4|4,csp_5_6,dip|1|5,False,51,ACT1.2,Female,A,Saint-André,Commune simple,73,452,24270,,,,,
69713,73226,TYPEMR|4|2,csp_8_5,dip|1|3,False,43,ACT2.5,Male,A,Saint-Béron,Commune simple,73,1728,24270,,,,,
69717,73226,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Female,A,Saint-Béron,Commune simple,73,1728,24270,,,,,
69721,73227,TYPEMR|4|1,csp_8_4,dip|1|4,True,19,ACT2.2,Male,A,Courchevel,Commune simple,73,2433,24270,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique
69724,73228,TYPEMR|4|1,csp_2_1,dip|1|3,False,61,ACT1.1,Male,A,Saint-Cassin,Commune simple,73,929,24270,,,,,
69726,73232,TYPEMR|3|2,csp_8_4,dip|3,True,16,ACT2.2,Male,A,Sainte-Foy-Tarentaise,Commune simple,73,753,24270,CF-121,CF-121,1.0,Fédération Française de ski,Fédération unisport olympique
69733,73236,TYPEMR|4|2,csp_8_5,dip|1|6,False,38,ACT2.5,Female,A,Saint-Genix-les-Villages,Chef-lieu canton,73,2972,24270,,,,,
69739,73247,TYPEMR|4|2,csp_8_5,dip|1|5,False,30,ACT2.4,Female,A,Saint-Jean-de-la-Porte,Commune simple,73,1027,24270,,,,,
69743,73248,TYPEMR|1|2,csp_8_5,dip|1|4,False,29,ACT2.5,Female,A,Saint-Jean-de-Maurienne,Sous-préfecture,73,7966,24270,,,,,
69749,73249,TYPEMR|1|1,csp_7_1,dip|1|3,False,87,ACT2.1,Male,E,Saint-Jeoire-Prieuré,Commune simple,73,1912,24270,,,,,
69766,73257,TYPEMR|4|1,csp_3_4,dip|1|8,False,28,ACT1.1,Female,A,Les Belleville,Commune simple,73,3611,24270,,,,,
69767,73257,TYPEMR|4|1,csp_5_2,dip|1|5,False,22,ACT1.1,Female,A,Les Belleville,Commune simple,73,3611,24270,,,,,
69772,73261,TYPEMR|4|4,csp_7_1,dip|1|1,False,75,ACT2.1,Female,A,Saint-Michel-de-Maurienne,Chef-lieu canton,73,2747,24270,,,,,
69779,73267,TYPEMR|4|1,csp_4_3,dip|1|6,False,54,ACT1.1,Male,A,Saint-Pancrace,Commune simple,73,307,24270,CF-121,CF-121,1.0,Fédération Française de ski,Fédération unisport olympique
69788,73274,TYPEMR|4|3,csp_6_2,dip|1|7,False,39,ACT1.2,Male,A,Saint-Pierre-d'Entremont,Commune simple,73,466,24270,,,,,
69791,73278,TYPEMR|4|2,csp_5_5,dip|1|5,False,44,ACT1.2,Female,A,Saint-Rémy-de-Maurienne,Commune simple,73,1259,24270,,,,,
69795,73280,TYPEMR|3|2,csp_8_4,dip|1|2,True,21,ACT2.2,Female,A,Saint-Sorlin-d'Arves,Commune simple,73,352,24270,,,,,
69797,73282,TYPEMR|4|4,csp_8_5,dip|3,True,15,ACT2.2,Male,A,Saint-Thibaud-de-Couz,Commune simple,73,1081,24270,,,,,
69803,73285,TYPEMR|3|2,csp_8_5,dip|3,False,30,ACT2.5,Female,A,Séez,Commune simple,73,2392,24270,,,,,
69816,73290,TYPEMR|4|2,csp_8_5,dip|1|7,False,34,ACT2.5,Female,A,Val-Cenis,Commune simple,73,2100,24270,,,,,
69824,73303,TYPEMR|1|2,csp_4_3,dip|1|4,False,25,ACT1.1,Female,A,Ugine,Chef-lieu canton,73,7385,24270,,,,,
69833,73304,TYPEMR|4|1,csp_5_2,dip|1|3,False,45,ACT1.1,Female,A,Val-d'Isère,Commune simple,73,1629,24270,,,,,
69841,73309,TYPEMR|3|2,csp_5_5,dip|1|1,False,43,ACT1.2,Male,A,Verel-de-Montbel,Commune simple,73,305,24270,,,,,
69842,73312,TYPEMR|4|3,csp_8_5,dip|1|3,False,50,ACT2.5,Male,A,Verrens-Arvey,Commune simple,73,949,24270,,,,,
69848,73323,TYPEMR|4|2,csp_3_5,dip|1|9,False,39,ACT1.2,Female,A,Villaroger,Commune simple,73,375,24270,,,,,
69858,73330,TYPEMR|1|2,csp_7_2,dip|1|1,False,100,ACT2.1,Female,A,Yenne,Chef-lieu canton,73,3036,24270,,,,,
69859,73330,TYPEMR|1|1,csp_8_4,dip|1|4,True,19,ACT2.2,Male,A,Yenne,Chef-lieu canton,73,3036,24270,CF-217,CF-217,2.0,Fédération Française de course d'orientation,Fédération unisport non olympique
69863,73330,TYPEMR|1|2,csp_7_2,dip|1|4,False,70,ACT2.1,Female,A,Yenne,Chef-lieu canton,73,3036,24270,,,,,
69867,74002,TYPEMR|4|1,csp_8_4,dip|1|2,True,18,ACT2.2,Male,E,Alby-sur-Chéran,Chef-lieu canton,74,2631,28120,,,,,
69868,74002,TYPEMR|4|2,csp_8_4,dip|3,True,18,ACT2.2,Male,E,Alby-sur-Chéran,Chef-lieu canton,74,2631,28120,,,,,
69881,74007,TYPEMR|4|4,csp_7_2,dip|1|5,False,80,ACT2.1,Male,E,Amancy,Commune simple,74,2793,28120,,,,,
69887,74008,TYPEMR|3|1,csp_8_4,dip|1|2,True,16,ACT2.2,Female,A,Ambilly,Commune simple,74,6205,28120,,,,,
69890,74010,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
69918,74010,TYPEMR|4|4,csp_2_1,dip|1|3,False,51,ACT1.1,Male,A,Annecy,Préfecture,74,134101,28120,,,,,
69921,74010,TYPEMR|4|4,csp_7_2,dip|1|3,False,76,ACT2.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
69930,74010,TYPEMR|4|1,csp_8_4,dip|1|2,True,17,ACT2.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
69955,74010,TYPEMR|4|2,csp_8_5,dip|1|6,False,44,ACT2.4,Female,E,Annecy,Préfecture,74,134101,28120,,,,,
69956,74010,TYPEMR|4|3,csp_5_2,dip|1|1,False,61,ACT1.1,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
69957,74010,TYPEMR|4|1,csp_8_4,dip|1|1,True,19,ACT2.2,Male,E,Annecy,Préfecture,74,134101,28120,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
69959,74010,TYPEMR|4|1,csp_8_4,dip|3,True,17,ACT2.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
69968,74010,TYPEMR|4|2,csp_6_8,dip|3,False,27,ACT1.2,Female,E,Annecy,Préfecture,74,134101,28120,CF-129,CF-129,1.0,Fédération Française de volleyball,Fédération unisport olympique
69969,74010,TYPEMR|4|1,csp_8_4,dip|1|2,True,17,ACT2.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
69991,74010,TYPEMR|4|1,csp_2_1,dip|3,False,57,ACT1.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
69993,74010,TYPEMR|4|2,csp_5_4,dip|1|3,False,62,ACT1.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
69999,74010,TYPEMR|4|1,csp_2_1,dip|1|3,False,35,ACT1.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
70000,74010,TYPEMR|4|3,csp_7_4,dip|1|8,False,77,ACT2.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
70005,74010,TYPEMR|4|1,csp_4_6,dip|1|6,False,57,ACT1.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
70011,74010,TYPEMR|4|1,csp_8_4,dip|1|8,True,18,ACT2.2,Female,E,Annecy,Préfecture,74,134101,28120,,,,,
70012,74010,TYPEMR|4|2,csp_3_1,dip|1|8,False,32,ACT1.1,Male,A,Annecy,Préfecture,74,134101,28120,CF-123,CF-123,1.0,Fédération Française de tennis,Fédération unisport olympique
70016,74010,TYPEMR|4|1,csp_3_5,dip|1|8,False,38,ACT1.1,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
70021,74010,TYPEMR|1|2,csp_4_7,dip|1|6,False,57,ACT1.1,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
70022,74010,TYPEMR|1|1,csp_2_3,dip|1|3,False,53,ACT1.1,Male,E,Annecy,Préfecture,74,134101,28120,CF-123,CF-123,1.0,Fédération Française de tennis,Fédération unisport olympique
70025,74010,TYPEMR|4|1,csp_4_5,dip|1|3,False,40,ACT1.1,Male,A,Annecy,Préfecture,74,134101,28120,,,,,
70029,74010,TYPEMR|3|1,csp_8_4,dip|1|8,True,23,ACT2.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
70049,74010,TYPEMR|3|2,csp_8_4,dip|1|8,True,30,ACT2.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
70051,74010,TYPEMR|4|2,csp_8_5,dip|3,False,54,ACT2.5,Female,E,Annecy,Préfecture,74,134101,28120,CF-402,CF-402,4.0,Fédération Française d'éducation physique et de gymnastique volontaire,Fédération multisports affinitaire
70057,74010,TYPEMR|4|1,csp_8_5,dip|3,True,15,ACT2.2,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
70059,74010,TYPEMR|4|1,csp_3_4,dip|1|8,False,45,ACT1.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
70061,74010,TYPEMR|4|4,csp_8_5,dip|1|2,False,59,ACT2.4,Female,A,Annecy,Préfecture,74,134101,28120,,,,,
70065,74010,TYPEMR|4|1,csp_2_1,dip|1|3,False,50,ACT1.1,Male,E,Annecy,Préfecture,74,134101,28120,,,,,
70071,74012,TYPEMR|1|1,csp_7_2,dip|2,False,87,ACT2.1,Male,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70075,74012,TYPEMR|4|1,csp_5_3,dip|1|7,False,45,ACT1.1,Female,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70079,74012,TYPEMR|4|3,csp_3_5,dip|1|4,False,62,ACT1.1,Female,A,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70080,74012,TYPEMR|4|2,csp_4_7,dip|1|4,False,76,ACT1.1,Male,A,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70091,74012,TYPEMR|4|1,csp_8_4,dip|1|2,True,23,ACT2.2,Female,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70102,74012,TYPEMR|4|1,csp_2_1,dip|1|5,False,53,ACT1.1,Male,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70104,74012,TYPEMR|1|2,csp_5_5,dip|1|3,False,69,ACT1.1,Female,A,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70109,74012,TYPEMR|4|1,csp_8_4,dip|1|2,True,18,ACT2.2,Male,E,Annemasse,Chef-lieu canton,74,36978,28120,CF-113,CF-113,1.0,Fédération Française de gymnastique,Fédération unisport olympique
70110,74012,TYPEMR|2|0,csp_3_4,dip|1|8,True,25,ACT1.1,Male,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70112,74012,TYPEMR|3|2,csp_8_4,dip|1|4,True,19,ACT2.2,Male,A,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70115,74012,TYPEMR|4|1,csp_8_5,dip|3,True,15,ACT2.2,Male,E,Annemasse,Chef-lieu canton,74,36978,28120,CF-124,CF-124,1.0,Fédération Française de tennis de Table,Fédération unisport olympique
70120,74012,TYPEMR|4|1,csp_1_1,dip|1|5,False,47,ACT1.1,Male,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70122,74012,TYPEMR|4|1,csp_8_4,dip|1|2,True,18,ACT2.2,Female,E,Annemasse,Chef-lieu canton,74,36978,28120,,,,,
70134,74015,TYPEMR|1|1,csp_6_3,dip|1|5,False,39,ACT1.2,Male,A,Arbusigny,Commune simple,74,1164,28120,,,,,
70139,74018,TYPEMR|4|4,csp_7_2,dip|1|3,False,68,ACT2.1,Male,E,Arenthon,Commune simple,74,1914,28120,,,,,
70143,74019,TYPEMR|4|1,csp_8_4,dip|1|2,True,18,ACT2.2,Female,A,Argonay,Commune simple,74,3640,28120,,,,,
70144,74019,TYPEMR|4|2,csp_8_5,dip|2,False,42,ACT2.4,Female,A,Argonay,Commune simple,74,3640,28120,,,,,
70151,74025,TYPEMR|4|2,csp_2_3,dip|1|4,False,50,ACT1.1,Male,E,Ballaison,Commune simple,74,1513,28120,,,,,
70157,74026,TYPEMR|4|1,csp_3_1,dip|1|8,False,54,ACT1.1,Male,A,La Balme-de-Sillingy,Commune simple,74,5241,28120,,,,,
70158,74026,TYPEMR|3|2,csp_8_5,dip|3,True,16,ACT2.2,Female,A,La Balme-de-Sillingy,Commune simple,74,5241,28120,CF-101,CF-101,1.0,Fédération Française d'athlétisme,Fédération unisport olympique
70191,74042,TYPEMR|1|1,csp_3_3,dip|1|3,False,61,ACT1.1,Male,A,Bonneville,Sous-préfecture,74,12915,28120,,,,,
70193,74042,TYPEMR|4|1,csp_8_5,dip|3,True,15,ACT2.2,Male,A,Bonneville,Sous-préfecture,74,12915,28120,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
70204,74043,TYPEMR|4|2,csp_8_4,dip|1|2,True,19,ACT2.2,Male,A,Bons-en-Chablais,Commune simple,74,5848,28120,CF-117,CF-117,1.0,"Fédération Française de judo-jujitsu, kendo et disciplines associées",Fédération unisport olympique
70207,74043,TYPEMR|3|2,csp_8_1,dip|1|8,False,25,ACT1.2,Female,A,Bons-en-Chablais,Commune simple,74,5848,28120,,,,,
70216,74056,TYPEMR|4|4,csp_6_3,dip|1|2,False,21,ACT1.2,Male,A,Chamonix-Mont-Blanc,Chef-lieu canton,74,9026,28120,,,,,
70231,74067,TYPEMR|4|1,csp_3_1,dip|1|8,False,43,ACT1.1,Female,A,Chavanod,Commune simple,74,2851,28120,,,,,
70233,74067,TYPEMR|4|4,csp_7_2,dip|1|8,False,75,ACT2.1,Male,E,Chavanod,Commune simple,74,2851,28120,,,,,
70234,74067,TYPEMR|4|1,csp_2_2,dip|1|7,False,43,ACT1.1,Male,A,Chavanod,Commune simple,74,2851,28120,,,,,
70242,74070,TYPEMR|4|1,csp_8_4,dip|1|1,True,15,ACT2.2,Female,A,Chens-sur-Léman,Commune simple,74,2827,28120,CF-602,CF-602,6.0,Fédération sportive éducative de l'enseignement catholique (UGSEL),Fédération multisports scolaire ou universitaire
