PRIMARY_KEY,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category
74999,1442,"CDI","ct_8","P","QB","525d","tr_3","76",13872,"O"
75001,1820,"CDI","ct_9","C","FZ","632g","tr_3","76",34665,"O"
75004,1666,"CDI","ct_9","C","FZ","632k","tr_4","76",24214,"O"
75005,1711,"CDI","ct_9","C","GZ","433d","tr_2","76",19354,"O"
75012,954,"CDI","ct_9","C","IZ","561b","tr_1","76",9994,"O"
75013,432,"CDI","ct_9","P","CA","554a","tr_1","76",3582,"O"
75022,1823,"CDI","ct_8","C","OZ","451e","tr_3","76",21435,"O"
75023,1613,"CDI","ct_9","C","GZ","433d","tr_1","76",16310,"O"
75027,1868,"CDI","ct_8","C","PZ","422b","tr_5","76",29240,"O"
75030,182,"CDI","ct_9","C","GZ","634c","tr_3","76",2082,"O"
75033,1212,"CDI","ct_9","C","NZ","534a","tr_2","76",20889,"O"
75034,1821,"CDI","ct_9","C","IZ","676c","tr_0","76",19479,"O"
75041,2002,"CDI","ct_9","C","JC","478a","tr_2","76",25254,"O"
75046,1653,"CDI","ct_9","C","GZ","461d","tr_2","76",27220,"O"
75047,1619,"TTP","ct_9","C","NZ","477a","tr_2","76",28276,"O"
75048,1570,"CDI","ct_5","C","HZ","534a","tr_6","76",32892,"O"
75055,2064,"CDI","ct_9","C","KZ","467a","tr_3","76",33498,"O"
75059,1649,"CDI","ct_9","C","MC","382d","tr_2","76",35482,"O"
75060,1820,"AUT","ct_8","C","QB","676e","tr_5","76",9816,"X"
75061,1833,"CDI","ct_9","C","CM","675b","tr_4","76",16214,"O"
75068,235,"TTP","ct_9","C","NZ","676a","tr_1","76",2636,"O"
75076,1224,"CDI","ct_9","P","QB","477b","tr_4","76",11559,"O"
75084,864,"CDI","ct_9","P","GZ","374a","tr_1","76",7479,"O"
75086,540,"CDI","ct_9","P","GZ","385b","tr_1","76",16062,"O"
75089,1720,"CDI","ct_9","C","GZ","554a","tr_1","76",17042,"O"
75111,744,"CDD","ct_9","C","GZ","634c","tr_0","76",5377,"O"
75112,1691,"CDI","ct_9","C","QA","542a","tr_3","76",24799,"O"
75123,1785,"CDI","ct_9","C","CK","474b","tr_4","27",21773,"O"
75130,1757,"CDI","ct_9","C","HZ","546c","tr_4","76",31929,"O"
75131,1834,"CDI","ct_9","C","MA","388a","tr_3","76",45999,"O"
75141,1806,"CDI","ct_9","C","MA","342g","tr_1","76",21529,"O"
75142,2178,"TOA","ct_1","C","OZ","524b","tr_6","76",19466,"O"
75143,1488,"CDI","ct_9","C","JC","388c","tr_1","76",30957,"O"
75145,1792,"CDI","ct_9","C","FZ","632j","tr_1","76",20331,"O"
75150,1820,"CDI","ct_8","C","PZ","422b","tr_4","76",32977,"O"
75155,1474,"CDI","ct_9","C","GZ","634c","tr_1","76",18059,"O"
75156,1268,"CDI","ct_8","C","QB","526c","tr_3","76",37276,"O"
75158,732,"CDI","ct_9","C","HZ","543f","tr_5","76",11973,"O"
75167,204,"TOA","ct_9","C","GZ","653a","tr_0","76",1510,"O"
75176,1493,"CDI","ct_9","C","FZ","632j","tr_3","76",20983,"O"
75179,1820,"CDI","ct_9","C","GZ","384c","tr_2","76",42441,"O"
75183,3000,"CDI","ct_7","N","QB","563a","tr_1","76",21475,"O"
75189,1402,"CDI","ct_9","C","CD","475b","tr_6","76",30257,"O"
75194,1679,"CDI","ct_9","C","NZ","467c","tr_5","76",34290,"O"
75195,1632,"CDI","ct_9","C","GZ","562a","tr_1","76",13258,"O"
75202,963,"CDD","ct_2","C","OZ","526c","tr_6","76",7058,"O"
75211,1796,"CDI","ct_9","C","JA","388a","tr_2","76",35989,"O"
75213,1816,"CDD","ct_3","C","QA","525d","tr_6","76",18575,"O"
75214,1668,"CDD","ct_1","C","OZ","524b","tr_5","76",18295,"O"
75215,2686,"CDI","ct_9","C","GZ","388d","tr_5","92",20363,"O"
75225,1749,"CDI","ct_9","C","NZ","684a","tr_4","76",16655,"O"
75232,1459,"CDI","ct_9","C","IZ","561d","tr_1","76",17215,"O"
75233,1590,"CDI","ct_9","C","FZ","481b","tr_3","76",26236,"O"
75235,1868,"CDI","ct_8","P","QB","563b","tr_5","76",18715,"O"
75242,910,"CDI","ct_8","C","QB","526d","tr_3","76",12555,"O"
75250,169,"CDI",NA,"C","TZ","563c",NA,"76",2342,"O"
75254,441,"CDD","ct_9","C","NZ","643a","tr_3","76",5634,"O"
75258,258,"CDI","ct_9","C","NZ","542a","tr_5","60",4975,"O"
75265,1717,"CDI","ct_9","C","FZ","481b","tr_0","76",35370,"O"
75275,1773,"CDI","ct_9","C","CH","461b","tr_1","76",29089,"O"
75277,1628,"CDI","ct_9","C","FZ","653a","tr_2","76",17987,"O"
75279,649,"TTP","ct_9","C","NZ","525d","tr_1","76",7464,"O"
75282,1961,"CDI","ct_9","C","MA","475a","tr_5","76",19854,"O"
75285,1688,"CDI","ct_9","C","FZ","671c","tr_3","76",21091,"O"
75289,1816,"CDI","ct_9","C","HZ","466c","tr_4","76",45401,"O"
75294,182,"CDD",NA,"C","NZ","684a","tr_3","06",1622,"O"
75306,1715,"CDI","ct_9","C","FZ","633a","tr_3","76",18336,"O"
75310,1588,"CDI","ct_8","P","QA","431f","tr_6","76",27051,"O"
75312,260,"AUT","ct_1","P","OZ","523b","tr_6","87",2109,"O"
75321,1668,"CDI","ct_8","C","PZ","421b","tr_2","76",21496,"O"
75330,1820,"CDI","ct_8","C","PZ","341a","tr_3","76",27695,"O"
75331,891,"CDI","ct_9","C","HZ","641a","tr_3","76",10528,"O"
75333,1541,"AUT","ct_3","C","QA","525d","tr_6","76",22116,"O"
75337,2129,"CDI","ct_9","C","FZ","632f","tr_1","76",28013,"O"
75344,1286,"CDI","ct_9","C","NZ","541d","tr_6","76",10044,"O"
75346,1809,"CDI","ct_9","C","NZ","461e","tr_1","59",20038,"O"
75349,575,"CDI","ct_9","P","NZ","684a","tr_4","76",4342,"O"
75362,1806,"CDI","ct_9","C","EZ","461f","tr_6","76",43515,"O"
75370,1311,"CDD","ct_9","P","GZ","542a","tr_3","76",10944,"O"
75378,1135,"AUT","ct_8","P","SZ","564b","tr_3","76",9691,"X"
75380,1828,"CDI","ct_9","C","CA","625g","tr_5","76",21524,"O"
75385,144,"CDI",NA,"C","IZ","468a",NA,"95",1890,"O"
75387,1820,"CDI","ct_8","C","PZ","341a","tr_3","27",27324,"O"
75389,435,"CDI",NA,"C","QB","563b",NA,"76",4495,"O"
75399,1477,"CDI","ct_9","C","GZ","462b","tr_3","76",15671,"O"
75404,1603,"TTP","ct_9","C","NZ","674d","tr_1","76",15859,"O"
75413,1702,"CDD","ct_9","C","CM","624f","tr_6","76",25006,"O"
75427,826,"CDI","ct_9","P","NZ","534a","tr_2","31",7431,"O"
75431,1144,"CDI","ct_8","C","RZ","424a","tr_1","76",23080,"O"
75436,1503,"CDI","ct_9","P","CL","474a","tr_6","76",34509,"O"
75442,1820,"CDI","ct_8","C","PZ","341a","tr_3","76",31532,"O"
75448,1708,"CDI","ct_8","C","KZ","376e","tr_4","76",35414,"O"
75451,1809,"CDI","ct_9","C","MA","461e","tr_6","76",23628,"O"
75460,2044,"CDI","ct_9","C","KZ","388a","tr_6","76",47893,"O"
75461,1316,"CDI","ct_6","C","GZ","542a","tr_1","76",11947,"O"
75464,1829,"CDI","ct_9","C","CI","473c","tr_1","76",21050,"O"
75473,1230,"CDI","ct_9","P","NZ","684a","tr_5","27",10227,"O"
75477,1885,"CDI","ct_9","C","GZ","653a","tr_4","76",30033,"O"
75483,1778,"CDI","ct_9","C","CF","475a","tr_6","76",34560,"O"
75505,187,"CDI",NA,"C","NZ","542a","tr_1","76",3700,"O"
75515,1820,"CDI","ct_8","C","PZ","341a","tr_4","76",36636,"O"
75521,1820,"CDI","ct_9","C","MA","372a","tr_3","76",27295,"O"
75522,2847,"CDI","ct_9","C","QB","525d","tr_4","76",30116,"O"
75523,1339,"CDI","ct_8","P","RZ","424a","tr_6","67",7595,"O"
75538,1048,"CDI","ct_8","P","NZ","684a","tr_2","76",10276,"O"
75541,314,"CDI",NA,"C","QB","525d",NA,"27",3747,"O"
75543,1820,"CDI","ct_9","C","FZ","681a","tr_1","76",15097,"O"
75545,1830,"AUT","ct_2","C","QB","563a","tr_6","76",31631,"O"
75561,1864,"CDI","ct_9","C","MA","461d","tr_3","76",32232,"O"
75566,2200,"APP","ct_9","C","CL","543h","tr_6","78",13383,"A"
75569,1924,"CDI","ct_9","C","CK","384c","tr_6","76",48758,"O"
75570,1784,"CDI","ct_3","C","QB","432d","tr_6","76",21630,"O"
75573,987,"CDI","ct_9","C","RZ","373d","tr_6","76",47235,"O"
75576,1419,"CDI","ct_8","P","QB","563b","tr_6","76",12304,"O"
75580,1836,"CDI","ct_9","C","SZ","462b","tr_1","76",14047,"O"
75589,1388,"CDI","ct_9","C","GZ","554b","tr_3","76",20567,"O"
75593,1820,"AUT","ct_5","C","LZ","543h","tr_6","76",12532,"X"
75595,1608,"CDI","ct_9","C","GZ","643a","tr_3","76",16346,"O"
75600,1770,"CDI","ct_9","P","GZ","551a","tr_4","76",18854,"O"
75609,1729,"CDI","ct_9","C","HZ","641a","tr_3","76",26690,"O"
75610,1680,"CDD","ct_1","P","OZ","422e","tr_6","76",13227,"O"
75617,1820,"CDI","ct_1","C","OZ","451e","tr_3","76",36506,"O"
75625,416,"CDD","ct_8","C","PZ","684a","tr_2","76",3703,"O"
75631,1773,"CDI","ct_9","C","NZ","652b","tr_6","76",39347,"O"
75632,1808,"CDD","ct_3","C","QA","431f","tr_6","76",22772,"O"
75634,1634,"CDI","ct_9","C","KZ","463d","tr_1","76",21752,"O"
75650,1820,"CDI","ct_8","C","NZ","564a","tr_1","76",21232,"O"
75651,1596,"CDI","ct_9","C","CM","384a","tr_5","76",56114,"O"
75655,1820,"CDI","ct_8","C","SZ","435b","tr_1","76",17986,"O"
75656,1721,"CDI","ct_8","C","GZ","433b","tr_1","76",21790,"O"
75675,911,"CDI","ct_9","C","AZ","692a","tr_1","76",11428,"O"
75678,1820,"CDI","ct_9","C","HZ","652a","tr_3","76",18859,"O"
75684,924,"CDI","ct_8","P","QB","563b","tr_2","76",8714,"O"
75691,3000,"CDI","ct_7","N","QB","563a","tr_1","76",10364,"O"
75692,1824,"CDI","ct_9","C","GZ","385c","tr_6","92",32338,"O"
75694,1708,"CDI","ct_9","C","GZ","383c","tr_3","77",39451,"O"
75699,1291,"CDI","ct_9","P","GZ","542a","tr_1","76",13253,"O"
75700,1660,"CDI","ct_9","C","FZ","487a","tr_3","76",22967,"O"
75704,1055,"TTP","ct_9","C","NZ","552a","tr_1","76",11337,"O"
75706,1654,"CDI","ct_9","C","FZ","542a","tr_2","76",25772,"O"
75707,299,"CDD",NA,"C","NZ","671c","tr_1","76",3778,"O"
75710,1788,"CDI","ct_6","C","MA","542a","tr_1","76",19014,"O"
75712,1866,"CDI","ct_9","C","CL","628b","tr_6","76",35348,"O"
75715,1822,"CDI","ct_9","C","QA","431f","tr_5","76",22984,"O"
75716,1710,"CDI","ct_8","C","QB","525d","tr_3","76",16348,"O"
75722,2076,"CDI","ct_9","C","HZ","466c","tr_4","76",34239,"O"
75734,754,"CDI","ct_8","P","PZ","422c","tr_3","76",8036,"O"
75735,1861,"CDI","ct_9","C","QB","525d","tr_4","76",19885,"O"
75739,1055,"TTP","ct_9","C","NZ","467a","tr_1","76",10018,"O"
75748,1225,"CDI","ct_9","C","CL","477b","tr_6","92",34174,"O"
75749,1694,"CDI","ct_9","C","KZ","467c","tr_6","76",35005,"O"
75754,590,"CDI","ct_9","C","FZ","382d","tr_4","76",21631,"O"
75755,1820,"CDI","ct_8","C","QB","526d","tr_4","76",18878,"O"
75760,1240,"CDI","ct_9","P","GZ","634c","tr_1","76",11035,"O"
75770,3000,"CDI","ct_7","N","QB","563a","tr_1","76",20314,"O"
75772,1773,"CDI","ct_9","C","NZ","652b","tr_6","76",37876,"O"
75774,1825,"CDI","ct_9","C","CG","625c","tr_6","27",26184,"O"
75775,1468,"CDI","ct_9","C","GZ","484b","tr_2","76",22944,"O"
75776,1090,"CDI","ct_9","P","QA","431f","tr_6","76",15877,"O"
75781,1726,"CDI","ct_9","C","MA","374d","tr_5","76",25044,"O"
75784,709,"CDI","ct_9","C","FZ","481a","tr_3","27",13913,"O"
75793,1906,"CDI","ct_9","C","CG","624e","tr_6","27",23248,"O"
75799,1731,"CDI","ct_9","C","KZ","467a","tr_1","76",31253,"O"
75809,1778,"CDI","ct_9","C","HZ","641a","tr_3","76",26582,"O"
75817,1453,"APP","ct_6","C","SZ","562b","tr_1","76",10149,"A"
75849,1795,"CDI","ct_9","C","DZ","472c","tr_3","76",31301,"O"
75852,1445,"CDI","ct_9","C","RZ","424a","tr_1","76",17786,"O"
75865,1940,"CDI","ct_9","C","MA","386c","tr_6","92",34280,"O"
75866,1775,"CDI","ct_9","C","HZ","641b","tr_3","76",27641,"O"
75873,1827,"CDI","ct_5","C","MA","472c","tr_6","76",38823,"O"
75881,516,"TOA","ct_9","P","IZ","561f","tr_1","76",5427,"O"
75882,1865,"CDI","ct_9","C","QA","526e","tr_3","76",21657,"O"
75883,134,"AUT",NA,"C","LZ","464a",NA,"27",1927,"O"
75886,1975,"CDI","ct_9","C","QA","526e","tr_2","76",20528,"O"
75895,531,"CDI","ct_9","P","MC","643a","tr_4","76",5371,"O"
75908,319,"CDI","ct_9","P","QB","563b","tr_3","76",3132,"O"
75912,1631,"CDI","ct_9","C","FZ","462e","tr_2","76",45358,"O"
75913,195,"AUT","ct_9","C","MA","478a","tr_3","44",1943,"X"
75917,2028,"CDI","ct_6","C","GZ","553c","tr_1","76",17849,"O"
75921,1568,"CDI","ct_9","C","GZ","554b","tr_1","76",22796,"O"
75925,1377,"CDI","ct_9","C","GZ","554a","tr_2","76",16907,"O"
75942,2200,"CDI","ct_9","C","QA","526e","tr_1","76",22650,"O"
75943,1837,"CDI","ct_8","C","PZ","342d","tr_3","76",37737,"O"
75945,1659,"CDI","ct_8","C","QB","526d","tr_4","76",18338,"O"
75949,1817,"CDI","ct_9","C","CG","462e","tr_6","60",24884,"O"
75950,1389,"CDI","ct_9","C","GZ","641a","tr_4","27",12422,"O"
75961,1959,"CDI","ct_9","C","CL","624f","tr_6","76",26669,"O"
75968,1409,"CDI","ct_9","C","GZ","653a","tr_6","76",12890,"O"
75970,1810,"CDI","ct_9","C","MA","475a","tr_3","76",23841,"O"
75974,1260,"TTP","ct_9","C","NZ","652a","tr_1","76",12509,"O"
75975,430,"CDD","ct_2","P","OZ","524c","tr_6","76",4380,"O"
75981,1846,"CDI","ct_9","C","HZ","653a","tr_6","27",20452,"O"
75989,562,"TOA","ct_9","P","QB","563a","tr_2","76",5830,"O"
75993,1819,"CDI","ct_9","C","NZ","684a","tr_3","76",17960,"O"
75995,1819,"AUT","ct_3","C","QA","431f","tr_6","76",24238,"O"
76003,1588,"CDI","ct_9","C","GZ","643a","tr_1","76",14966,"O"
76006,1771,"CDI","ct_9","C","MA","481a","tr_3","76",31514,"O"
76008,1818,"AUT","ct_3","C","QA","526a","tr_6","76",25015,"O"
76015,395,"CDI","ct_9","C","FZ","671c","tr_3","27",5858,"O"
76016,1820,"CDI","ct_9","C","FZ","632j","tr_3","76",27464,"O"
76018,1811,"CDI","ct_9","P","SZ","564b","tr_1","76",18873,"O"
76019,1863,"CDI","ct_9","C","KZ","467c","tr_5","76",32017,"O"
76021,2209,"CDI","ct_9","C","GZ","636a","tr_2","76",22469,"O"
76023,1827,"CDI","ct_9","C","QA","525d","tr_6","76",16360,"O"
76030,1432,"CDD","ct_9","C","NZ","543g","tr_1","76",14675,"O"
76033,2200,"CDI","ct_9","C","MA","474b","tr_6","27",35095,"O"
76038,973,"CDI","ct_9","P","GZ","551a","tr_5","76",10629,"O"
76044,1820,"CDI","ct_8","C","QB","526d","tr_4","76",18277,"O"
76052,1472,"CDI","ct_9","C","GZ","551a","tr_5","76",13639,"O"
76054,1991,"CDI","ct_4","C","SZ","461f","tr_4","76",22232,"O"
76059,1977,"APP","ct_9","C","QA","526e","tr_2","76",21199,"A"
76067,1114,"CDI","ct_9","C","CG","674a","tr_6","27",18040,"O"
76073,1820,"CDI","ct_9","C","GZ","374a","tr_5","76",37041,"O"
76081,1613,"APP","ct_9","C","MA","472c","tr_1","76",13652,"A"
76105,1069,"TTP","ct_9","C","NZ","624f","tr_1","76",10935,"O"
76110,1234,"CDI","ct_9","C","MA","462e","tr_2","76",17549,"O"
76112,1820,"CDI","ct_9","C","HZ","543g","tr_6","76",18267,"O"
76113,1450,"CDI","ct_8","P","QB","526d","tr_5","76",17734,"O"
76116,1644,"AUT","ct_9","C","SZ","464a","tr_2","76",12578,"X"
76118,941,"CDI","ct_8","C","OZ","333d","tr_6","76",36688,"O"
76119,670,"CDI","ct_9","C","HZ","641b","tr_6","76",19535,"O"
76124,1820,"CDI","ct_9","C","JC","388a","tr_5","76",37058,"O"
76131,1884,"CDI","ct_9","C","QA","526e","tr_3","76",17137,"O"
76137,395,"CDI","ct_9","C","FZ","671c","tr_3","27",4307,"O"
76142,1179,"CDI","ct_9","C","CE","475a","tr_4","27",21366,"O"
76147,1654,"CDI","ct_9","C","HZ","621e","tr_2","76",24852,"O"
76153,1755,"CDI","ct_9","C","MC","526b","tr_2","76",16225,"O"
76154,2032,"CDI","ct_9","C","QA","526e","tr_3","76",21079,"O"
76156,1604,"CDI","ct_9","C","CM","676c","tr_5","76",15300,"O"
76169,1827,"CDI","ct_9","C","CI","478d","tr_4","76",28540,"O"
76170,1213,"CDI","ct_9","C","MA","388d","tr_5","92",25965,"O"
76171,567,"CDI","ct_9","C","NZ","564b","tr_3","76",5161,"O"
76176,1524,"AUT","ct_2","P","OZ","525a","tr_2","76",19445,"O"
76180,1833,"CDI","ct_9","C","DZ","477c","tr_3","76",33429,"O"
76182,1839,"CDI","ct_9","C","KZ","545c","tr_6","76",38275,"O"
76185,925,"TTP","ct_9","N","NZ","652a","tr_1","76",9638,"O"
76186,1974,"CDI","ct_9","C","CL","676e","tr_6","76",21273,"O"
76189,178,"CDI",NA,"C","NZ","632g","tr_1","27",1585,"O"
76192,1757,"CDI","ct_9","C","FZ","472c","tr_5","76",21614,"O"
76193,609,"CDI","ct_9","N","KZ","371a","tr_6","76",53128,"O"
76206,1020,"CDI","ct_9","P","CM","384a","tr_5","76",50819,"O"
76208,737,"APP","ct_9","C","FZ","463e","tr_3","76",4519,"A"
76209,1810,"AUT","ct_3","C","QA","434d","tr_6","76",22742,"O"
76211,1764,"CDI","ct_9","C","FZ","382c","tr_6","44",45928,"O"
76212,1456,"CDI","ct_1","P","OZ","479b","tr_4","76",32621,"O"
76218,699,"CDI","ct_9","C","FZ","632j","tr_1","76",8031,"O"
76227,1224,"CDI","ct_7","N","TZ","563c","tr_1","76",14423,"O"
76236,1726,"CDI","ct_9","C","NZ","462e","tr_5","76",19212,"O"
76238,1325,"CDI","ct_8","P","QB","526c","tr_1","76",12823,"O"
76239,1824,"CDI","ct_1","C","PZ","423b","tr_4","76",19430,"O"
76246,1904,"CDI","ct_8","C","OZ","545d","tr_6","76",18840,"O"
76256,1514,"CDI","ct_9","C","QA","431f","tr_6","76",17719,"O"
76259,1971,"CDI","ct_9","C","MA","372a","tr_6","92",33349,"O"
76269,2142,"CDI","ct_9","C","QA","526e","tr_2","76",24738,"O"
76285,2200,"CDI","ct_9","C","HZ","641a","tr_5","76",31234,"O"
76291,2200,"CDI","ct_6","C","CA","636c","tr_1","76",26200,"O"
76299,1440,"CDI","ct_8","C","QA","344a","tr_4","76",51166,"O"
76304,1785,"CDI","ct_9","C","CD","487a","tr_3","76",33720,"O"
76307,1820,"CDI","ct_1","C","OZ","524b","tr_5","76",25692,"O"
76314,1456,"CDI","ct_9","P","QA","431f","tr_5","76",23963,"O"
76317,1617,"CDI","ct_9","C","HZ","641b","tr_6","76",20256,"O"
76322,1163,"APP","ct_9","C","FZ","464a","tr_1","76",7821,"A"
76330,1820,"CDI","ct_8","C","PZ","341a","tr_3","76",38958,"O"
76332,1708,"CDI","ct_8","C","QB","461d","tr_3","76",32318,"O"
76337,2136,"CDI","ct_4","C","SZ","373d","tr_4","14",38953,"O"
76344,1440,"CDI","ct_9","C","QA","526a","tr_3","76",17686,"O"
76348,1820,"AUT","ct_2","C","PZ","421b","tr_1","76",20394,"O"
76357,1785,"CDI","ct_9","C","MA","372a","tr_6","92",39156,"O"
76358,1820,"CDI","ct_9","C","QA","526a","tr_5","76",19259,"O"
76363,1806,"CDI","ct_9","C","SZ","374d","tr_2","76",30425,"O"
76364,1648,"CDI","ct_9","P","DZ","485a","tr_5","76",26215,"O"
76366,1333,"CDI","ct_9","P","GZ","344d","tr_1","76",26525,"O"
76368,1771,"AUT","ct_8","C","QB","676e","tr_4","76",8434,"O"
76369,1792,"CDI","ct_3","C","QA","523d","tr_6","76",17588,"O"
76375,224,"CDI",NA,"C","OZ","524c",NA,"76",2245,"O"
76381,1854,"CDI","ct_9","P","GZ","541b","tr_5","60",20952,"O"
76388,1288,"CDI","ct_9","C","FZ","681a","tr_1","76",8382,"O"
76389,1770,"CDI","ct_8","C","QB","526a","tr_4","76",20134,"O"
76393,1989,"CDI","ct_9","C","DZ","477c","tr_6","76",46744,"O"
76396,1820,"CDI","ct_9","C","NZ","652a","tr_3","76",27705,"O"
76404,1820,"CDI","ct_9","C","CH","624f","tr_4","76",19911,"O"
76410,1405,"CDI","ct_9","C","FZ","632d","tr_2","76",15079,"O"
76419,1509,"CDI","ct_9","C","FZ","621c","tr_5","76",21250,"O"
76430,1820,"CDI","ct_2","C","PZ","354g","tr_4","76",23451,"O"
76436,1810,"CDI","ct_8","C","QB","477a","tr_4","80",28222,"O"
76439,743,"CDI","ct_9","C","IZ","636b","tr_3","76",9404,"O"
76443,1820,"CDI","ct_9","C","HZ","451a","tr_3","76",22099,"O"
76446,999,"APP","ct_9","C","MA","543e","tr_1","72",8631,"A"
76463,1003,"AUT","ct_8","P","QB","681b","tr_5","76",8310,"X"
76466,1549,"CDI","ct_9","C","CB","373d","tr_6","76",25663,"O"
76467,1731,"CDI","ct_8","C","SZ","434c","tr_3","76",26644,"O"
76473,1825,"CDI","ct_9","C","MA","461f","tr_3","76",29949,"O"
76480,1702,"CDI","ct_9","C","MA","632a","tr_1","76",29190,"O"
76486,1433,"CDI","ct_9","C","GZ","463c","tr_1","93",10711,"O"
76488,1714,"CDI","ct_9","C","CL","676e","tr_6","76",25071,"O"
76493,1960,"CDI","ct_9","C","HZ","641a","tr_3","91",21311,"O"
76495,162,"CDI",NA,"C","OZ","524c",NA,"94",1673,"O"
76503,1820,"CDI","ct_9","C","HZ","461f","tr_3","77",22162,"O"
76506,1428,"CDI","ct_9","C","JC","388a","tr_3","92",35981,"O"
76510,1708,"CDI","ct_8","C","QA","526a","tr_5","77",24484,"O"
76511,259,"CDI",NA,"C","RZ","354c",NA,"77",5480,"O"
76514,887,"CDI","ct_9","P","IZ","488b","tr_1","77",9770,"O"
76523,1817,"CDI","ct_8","C","QB","526d","tr_3","77",20497,"O"
76529,1820,"CDI","ct_9","C","HZ","451a","tr_6","77",23036,"O"
76536,183,"AUT",NA,"P","TZ","563c",NA,"77",2064,"O"
76538,2100,"CDI","ct_9","C","GZ","461d","tr_6","91",39599,"O"
76539,1618,"CDI","ct_9","C","FZ","387d","tr_5","77",26719,"O"
76544,2920,"CDI","ct_9","C","EZ","644a","tr_5","77",33970,"O"
76546,1093,"CDI","ct_9","C","IZ","561d","tr_2","77",9814,"O"
76548,1102,"CDI","ct_9","C","GZ","463e","tr_0","91",13246,"O"
76550,1834,"CDI","ct_9","C","HZ","462e","tr_4","77",34488,"O"
76562,560,"CDI","ct_9","C","CH","628g","tr_3","77",6520,"O"
76567,2701,"CDI","ct_8","C","QB","526d","tr_4","77",37241,"O"
76571,2572,"CDI","ct_9","C","HZ","676c","tr_6","91",33104,"O"
76585,1821,"CDI","ct_9","C","HZ","333c","tr_3","77",38819,"O"
76588,1770,"CDI","ct_9","C","GZ","462b","tr_3","92",31013,"O"
76590,1486,"CDI","ct_9","C","QA","525d","tr_4","77",9204,"O"
76591,766,"CDI","ct_9","C","IZ","561d","tr_1","77",6054,"O"
76594,1638,"CDI","ct_8","C","PZ","373d","tr_6","77",32014,"O"
76602,918,"CDI","ct_8","P","QB","344b","tr_4","77",35790,"O"
76607,1917,"CDI","ct_9","C","GZ","372c","tr_6","77",47655,"O"
76608,1547,"CDI","ct_9","C","FZ","681b","tr_2","93",21237,"O"
76611,1280,"TTP","ct_9","C","NZ","681a","tr_1","77",14158,"O"
76614,466,"CDI",NA,"P","FZ","681a",NA,"77",5902,"O"
76616,1578,"CDI","ct_9","C","FZ","632f","tr_1","77",24889,"O"
76618,1911,"CDI","ct_8","C","OZ","545d","tr_6","77",20552,"O"
76619,1105,"CDI","ct_9","P","NZ","541b","tr_6","78",8951,"O"
76622,2060,"CDI","ct_5","C","HZ","546a","tr_6","93",34824,"O"
76623,1409,"APP","ct_9","C","FZ","632f","tr_1","94",7078,"A"
76625,1820,"CDI","ct_9","N","GZ","462a","tr_1","77",14447,"O"
76626,1799,"CDI","ct_9","C","JC","541d","tr_3","77",23214,"O"
76630,1455,"CDI","ct_9","C","GZ","554b","tr_4","93",18247,"O"
76633,1102,"CDI","ct_9","C","FZ","632a","tr_0","45",9752,"O"
76634,1796,"CDI","ct_8","C","QA","526a","tr_4","77",21834,"O"
76639,1733,"CDI","ct_8","P","PZ","422e","tr_4","77",16190,"O"
76644,673,"CDI","ct_8","P","QB","435b","tr_4","93",9963,"O"
76646,357,"APP","ct_8","C","MB","478d","tr_1","75",4925,"A"
76649,1828,"CDI","ct_9","C","MA","478a","tr_6","91",32820,"O"
76650,1744,"CDI","ct_8","C","QB","525d","tr_6","75",15619,"O"
76658,1820,"CDI","ct_9","C","NZ","534a","tr_6","94",29115,"O"
76660,1738,"CDI","ct_6","P","GZ","344d","tr_1","77",33187,"O"
76663,1678,"CDI","ct_9","C","FZ","478d","tr_5","77",16641,"O"
76664,905,"AUT","ct_3","C","QA","523d","tr_6","77",12945,"O"
76666,605,"CDI","ct_9","C","GZ","682a","tr_4","75",7921,"O"
76669,1788,"CDI","ct_9","C","GZ","554g","tr_3","77",28225,"O"
76678,1099,"APP","ct_9","C","CA","554a","tr_2","77",5982,"A"
76679,1818,"CDI","ct_9","C","NZ","543f","tr_6","91",23295,"O"
76682,1135,"CDI","ct_8","C","QB","461f","tr_3","94",15633,"O"
76687,1830,"CDI","ct_9","C","HZ","641b","tr_5","77",25031,"O"
76693,1821,"CDI","ct_8","C","QB","431f","tr_4","77",25268,"O"
76698,1813,"CDI","ct_9","C","MA","354a","tr_4","75",50106,"O"
76701,1820,"CDI","ct_9","C","MA","388a","tr_3","92",31021,"O"
76707,1108,"CDI","ct_9","C","CL","462c","tr_6","77",37245,"O"
76711,1090,"CDI","ct_8","P","QB","432d","tr_2","77",16760,"O"
76717,1714,"CDI","ct_9","C","MA","373c","tr_2","91",34211,"O"
76718,1814,"CDI","ct_5","C","MB","342g","tr_6","91",39262,"O"
76720,1594,"CDI","ct_9","C","GZ","653a","tr_4","77",13400,"O"
76722,1118,"CDI","ct_9","C","GZ","652a","tr_5","77",15309,"O"
76725,822,"CDI","ct_8","P","SZ","684a","tr_3","75",9460,"O"
76731,1820,"CDI","ct_9","C","JA","353a","tr_2","94",19723,"O"
76732,1773,"CDI","ct_7","N","QB","563a","tr_1","77",6595,"O"
76733,1100,"CDI","ct_8","P","QB","563b","tr_4","77",13622,"O"
76737,2126,"CDI","ct_9","C","NZ","534a","tr_6","77",22985,"O"
