PRIMARY_KEY,ECO_SECT,LAST_DEP,Job_dep,job_desc,TYPE_OF_CONTRACT,job_category,Work_condition,company_category,Working_hours,employee_count
72530,"OZ","62","62","451e","CDI","O","P","ct_8",1588,"tr_1"
72551,"PZ","35","35","341a","CDI","O","C","ct_8",1820,"tr_2"
72620,"GZ","19","19","551a","CDI","O","C","ct_9",1190,"tr_5"
72623,"SZ","05","05","543h","CDI","O","C","ct_8",1229,"tr_1"
72624,"PZ","29","29","422a","CDI","O","C","ct_1",1820,"tr_3"
72632,"OZ",NA,NA,"524b","CDI","O","C",NA,216,NA
72633,"OZ","03","03","376f","CDI","O","C","ct_8",2044,"tr_0"
72648,"QB","80","80","432b","CDI","O","C","ct_3",1819,"tr_3"
72694,"QB","27","76","434d","CDI","O","C","ct_8",1739,"tr_5"
72769,"QA","76","76","525d","CDI","O","C","ct_9",1815,"tr_6"
72774,"KZ","38","69","376c","CDI","O","C","ct_9",1820,"tr_6"
72777,"MB","33","33","342g","CDI","O","P","ct_5",1036,"tr_6"
72782,"JC","92","93","471a","CDI","O","C","ct_9",1798,"tr_6"
72804,"GZ","45","45","433d","CDI","O","P","ct_9",1715,"tr_1"
72808,"PZ","60","95","632k","CDI","O","C","ct_8",1813,"tr_4"
72812,"GZ","49","49","477c","CDI","O","C","ct_9",1820,"tr_4"
72832,"QB",NA,NA,"435b","CDI","O","C","ct_8",1402,"tr_1"
72852,"SZ","43","43","563b","CDI","O","P","ct_8",1380,"tr_0"
72882,"HZ","47","47","451a","CDI","O","C","ct_9",1824,"tr_4"
72885,"NZ","17","17","691d","CDI","O","P","ct_8",1799,"tr_3"
72890,"HZ","91","94","477c","CDI","O","C","ct_9",1820,"tr_6"
72891,"KZ","75","94","372b","CDI","O","C","ct_9",1820,"tr_1"
72899,"NZ","77","94","389a","CDI","O","C","ct_9",896,"tr_1"
72932,"KZ","13","13","372b","CDI","O","C","ct_9",1820,"tr_0"
72941,"MC","61","61","684a","CDI","O","P","ct_9",475,"tr_2"
72955,"QA","28","28","526b","CDI","O","C","ct_6",1820,"tr_1"
72960,"MA","91","78","342g","CDI","O","C","ct_5",1820,"tr_6"
72964,"QB","45","45","526a","CDI","O","C","ct_9",1572,"tr_4"
72968,"MB","75","75","543g","CDI","O","C","ct_8",1746,"tr_6"
73028,"QB","25","25","563a","CDI","O","N","ct_7",1138,"tr_1"
73037,"OZ","06","06","335a","AUT","O","N","ct_2",NA,"tr_6"
73063,"KZ","67","67","684a","CDI","O","P",NA,1104,NA
73075,"OZ","35","56","376f","CDI","O","C","ct_8",1416,"tr_5"
73093,"QB","44","44","525d","CDI","O","P","ct_8",1550,"tr_1"
73096,"JC","93","92","388a","CDI","O","C","ct_9",1820,"tr_6"
73119,"QB","55","55","461c","CDD","O","P","ct_8",229,"tr_2"
73120,"PZ","67","67","341b","CDI","O","C","ct_8",1820,"tr_5"
73122,"OZ","29","29","545d","CDI","O","P","ct_8",1517,"tr_6"
73130,"OZ",NA,NA,"621f","CDI","O","C","ct_2",758,"tr_6"
73134,"HZ","33","33","461f","CDI","O","C","ct_9",1820,"tr_5"
73152,"QB","13","13","526c","CDI","O","C","ct_9",1486,"tr_3"
73186,"HZ","38","38","451a","CDI","O","P","ct_9",469,"tr_3"
73197,"PZ","76","76","422e","AUT","X","P","ct_8",899,"tr_3"
73209,"GZ","64","33","543g","CDI","O","C","ct_9",1039,"tr_1"
73235,"JC","91","91","388c","CDI","O","C","ct_9",910,"tr_6"
73255,"OZ","57","57","344a","CDI","O","P","ct_8",1820,"tr_6"
73271,"QA","83","83","431f","CDI","O","P","ct_9",1583,"tr_5"
73281,"MA","14","06","423b","CDI","O","C","ct_9",936,"tr_1"
73292,"MA","17","17","423b","CDI","O","C","ct_8",1702,"tr_4"
73295,"CA","75","75","554a","CDI","O","P","ct_9",397,"tr_1"
73307,"CA","13","30","691d","CDI","O","C","ct_9",2200,"tr_1"
73324,"KZ","63","63","467a","CDI","O","C","ct_9",1393,"tr_6"
73359,"QA","01","69","632k","CDI","O","P","ct_3",910,"tr_6"
73365,"QB","89","89","432d","CDI","O","C","ct_8",1971,"tr_3"
73367,"QA","83","13","525d","CDI","O","C","ct_9",759,"tr_4"
73368,"QA","77","75","525d","CDI","O","C","ct_8",1260,"tr_6"
73370,"HZ","92","75","332a","CDI","O","C","ct_5",1824,"tr_6"
73377,"RZ","03","03","691b","CDI","O","C","ct_6",661,"tr_1"
73388,"GZ","75","75","554e","CDI","O","C","ct_9",565,"tr_1"
73404,"NZ","93","93","534a","CDI","O","C","ct_9",1675,"tr_6"
73465,"HZ","67","67","477a","CDI","O","C","ct_9",1627,"tr_6"
73467,"OZ","77","75","524b","CDI","O","C","ct_1",1820,"tr_3"
73506,"GZ","17","17","463b","CDI","O","C","ct_9",1062,"tr_1"
73513,"GZ","93","75","373d","CDI","O","C","ct_9",1221,"tr_1"
73522,"IZ","63","63","387e","CDI","O","C","ct_8",658,"tr_5"
73525,"PZ","75","75","422e","CDI","O","P","ct_8",934,"tr_4"
73528,"FZ","94","93","481b","CDI","O","C","ct_9",1568,"tr_3"
73529,"MB","91","91","342g","CDI","O","C","ct_5",1945,"tr_6"
73541,"SZ","06","06","526c","CDI","O","C","ct_8",1230,"tr_3"
73565,"PZ","06","06","423b","CDI","O","C","ct_8",659,"tr_0"
73584,"CI","37","37","387e","CDI","O","P","ct_9",1635,"tr_6"
73604,"QA","62","62","526e","CDI","O","C","ct_9",1875,"tr_3"
73609,"MA","76","76","542a","CDI","O","C","ct_9",1642,"tr_5"
73621,"SZ","92","75","373c","CDI","O","C","ct_8",1820,"tr_2"
73638,"GZ","94","94","676e","CDI","O","P","ct_9",536,"tr_1"
73641,"HZ","85","85","643a","CDI","O","C","ct_9",1760,"tr_3"
73646,"CH","31","31","385a","CDI","O","C","ct_9",1820,"tr_5"
73651,"KZ","77","77","467c","CDI","O","C","ct_9",1820,"tr_2"
73657,"QB","46","12","563b","CDI","O","P","ct_8",1218,"tr_1"
73667,"NZ","68","68","684a","CDI","O","P","ct_9",1143,"tr_3"
73681,"HZ","10","10","451a","CDI","O","C","ct_9",912,"tr_3"
73686,"CC","26","26","543b","CDI","O","P","ct_9",572,"tr_3"
73695,"PZ","69","69","525a","CDI","O","C","ct_8",2316,"tr_6"
73697,"LZ","74","74","376g","CDI","O","C","ct_9",1653,"tr_1"
73734,"IZ","50","50","488a","CDI","O","C","ct_9",1318,"tr_1"
73737,"PZ","42","42","422e","CDI","O","P","ct_8",1063,"tr_4"
73746,"CA","60","60","462c","CDI","O","C","ct_9",1827,"tr_5"
73751,"QB","14","14","563b","CDI","O","P","ct_8",292,"tr_2"
73772,"OZ","93","93","451g","CDI","O","C","ct_2",1820,"tr_6"
73831,"MA","31","31","543b","CDI","O","C","ct_9",1820,"tr_2"
73843,"PZ","42","42","422b","CDI","O","C","ct_8",1824,"tr_3"
73879,"LZ","13","13","542a","CDI","O","C","ct_9",487,"tr_3"
73923,"NZ","14","76","684a","CDI","O","C","ct_9",1632,"tr_5"
73934,"QB","44","44","461d","CDI","O","P","ct_8",1456,"tr_3"
73942,"OZ","69","69","451g","CDI","O","C","ct_2",1823,"tr_6"
73945,"MA","71","71","542a","CDI","O","P","ct_9",305,"tr_1"
73961,"RZ","76","76","542a","CDI","O","C",NA,432,NA
73965,"FZ","77","77","472c","CDI","O","C","ct_9",1820,"tr_4"
73970,"GZ","47","47","691e","CDI","O","C","ct_9",1248,"tr_3"
73974,"QA","62","62","632k","AUT","O","P","ct_3",839,"tr_6"
73989,"GZ","69","69","462e","CDI","O","C","ct_9",1750,"tr_4"
73997,"QA","67","67","526e","CDI","O","C","ct_9",1584,"tr_2"
74003,"KZ","75","93","388c","CDI","O","C","ct_9",1778,"tr_6"
74022,"QB","71","71","632k","CDI","O","C","ct_3",1820,"tr_5"
74023,"OZ","14","14","344b","CDI","O","C","ct_4",1820,"tr_4"
74036,"HZ","21","21","374c","CDI","O","C","ct_9",1792,"tr_6"
74037,"NZ","91","92","374d","CDI","O","C","ct_9",1748,"tr_6"
74042,"MA","91","92","478a","CDI","O","P","ct_9",1410,"tr_1"
74067,"PZ","35","35","423b","CDI","O","C","ct_9",767,"tr_5"
74070,"QA","33","33","431f","CDI","O","C","ct_9",1832,"tr_6"
74087,"GZ","31","31","388c","CDI","O","C","ct_9",1820,"tr_6"
74090,"PZ","13","13","341a","CDI","O","C","ct_9",1820,"tr_3"
74100,"GZ","59","59","344d","CDI","O","P","ct_6",1255,"tr_1"
74105,"HZ","68","68","461d","CDI","O","P","ct_4",1352,"tr_6"
74110,"QB","73","73","563b","CDI","O","N","ct_7",1044,"tr_1"
74115,"HZ","25","25","333c","CDI","O","C","ct_9",1820,"tr_4"
74156,"GZ","33","33","374d","CDI","O","P","ct_9",1008,"tr_1"
74161,"QA","66","66","525d","CDI","O","C","ct_9",1830,"tr_6"
74174,"CK","70","70","673a","CDI","O","C","ct_9",787,"tr_5"
74223,"IZ","75","95","561c","CDI","O","C","ct_9",561,"tr_1"
74239,"IZ","06","06","561f","CDI","O","C","ct_9",798,"tr_6"
74247,"QB","72","72","542a","CDI","O","C","ct_9",1662,"tr_4"
74255,"NZ","77","77","684a","CDI","O","C","ct_9",1785,"tr_1"
74279,"RZ","07","26","461c","CDI","O","P","ct_8",609,"tr_1"
74288,"CA","76","76","486d","CDI","O","C","ct_9",1820,"tr_3"
74290,"OZ","54","54","335a","CDI","O","C",NA,NA,NA
74312,"OZ","24","24","335a","AUT","O","N","ct_2",NA,"tr_1"
74320,"MA","06","06","461d","CDI","O","P","ct_6",823,"tr_1"
74336,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1820,"tr_5"
74338,"CG","49","49","534a","CDI","O","C","ct_9",1015,"tr_6"
74345,"QB","24","24","563a","AUT","O","C","ct_2",1947,"tr_6"
74355,"QB","26","26","563b","CDI","O","N","ct_7",803,"tr_1"
74384,"TZ","31","31","563a","CDI","O","C",NA,234,NA
74410,"CA","30","30","674b","CDI","O","C","ct_9",1882,"tr_5"
74430,"GZ","81","81","344d","CDI","O","P","ct_9",1664,"tr_2"
74491,"PZ","06","06","684a","CDI","O","P","ct_9",646,"tr_2"
74500,"RZ","65","65","424a","CDI","O","P","ct_8",776,"tr_1"
74501,"PZ","28","75","451e","CDD","O","C","ct_1",1778,"tr_4"
74505,"GZ","38","38","461b","CDI","O","P","ct_9",325,"tr_2"
74513,"QB","75","75","523c","AUT","O","C","ct_2",1820,"tr_5"
74518,"QB","13","13","525d","CDI","O","C","ct_8",1820,"tr_4"
74520,"NZ","29","56","434b","CDI","O","C","ct_9",1820,"tr_2"
74535,"GZ","70","25","387b","CDI","O","C","ct_9",1366,"tr_1"
74537,"QA","11","11","526e","CDI","O","C","ct_9",1919,"tr_3"
74544,"CE","87","91","461b","CDI","O","C","ct_9",1757,"tr_5"
74577,"FZ","94","92","681a","CDI","O","P","ct_9",1267,"tr_2"
74590,"GZ","13","84","374d","CDI","O","C","ct_9",2028,"tr_5"
74599,"TZ","29","29","563c","CDI","O","C",NA,484,NA
74615,"AZ","59","59","692a","CDI","O","P","ct_9",198,"tr_3"
74619,"GZ","35","35","634c","CDI","O","C","ct_9",1280,"tr_5"
74629,"QA","64","64","525d","CDI","O","C","ct_8",1805,"tr_5"
74637,"CB","77","77","628a","CDI","O","C","ct_9",1737,"tr_2"
74651,"TZ","75","75","563a","CDI","O","N","ct_7",2435,"tr_1"
74654,"QB","85","85","525d","CDI","O","C","ct_8",1820,"tr_3"
74662,"TZ","06","06","563c","CDI","O","N","ct_7",892,"tr_1"
74676,"TZ","06","06","563c","CDI","O","N",NA,405,NA
74684,"FZ","77","77","632a","CDI","O","C","ct_6",1820,"tr_1"
74692,"QB","57","57","525d","CDI","O","C","ct_8",1820,"tr_3"
74696,"QB","92","92","524c","CDI","O","C",NA,290,NA
74697,"KZ","75","75","542a","CDI","O","C","ct_9",1966,"tr_6"
74704,"LZ","67","67","463e","CDI","O","C","ct_9",1568,"tr_2"
74706,"FZ","33","33","671c","CDI","O","C","ct_9",1687,"tr_3"
74710,"LZ","63","63","564a","CDI","O","P","ct_9",1116,"tr_5"
74716,"FZ","76","76","632g","CDI","O","C","ct_9",1941,"tr_1"
74726,"HZ","44","44","451a","CDI","O","C","ct_9",1679,"tr_6"
74729,"OZ","91","91","422e","CDD","O","P","ct_1",1819,"tr_6"
74733,"GZ","91","75","534a","CDI","O","C","ct_9",622,"tr_6"
74736,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1820,"tr_6"
74737,"KZ","49","49","545a","CDI","O","C","ct_5",1824,"tr_3"
74741,"QA","95","95","433a","CDI","O","C","ct_9",1820,"tr_6"
74744,"PZ","77","77","341a","CDI","O","P","ct_8",1669,"tr_5"
74749,"KZ","44","44","542a","CDI","O","P","ct_9",1560,"tr_1"
74770,"OZ","24","75","333a","CDI","O","C","ct_1",1820,"tr_5"
74777,"MA","37","37","632k","CDI","O","P","ct_8",189,"tr_2"
74787,"QB","34","34","526d","CDI","O","P","ct_8",1014,"tr_4"
74793,"HZ","79","79","451a","CDI","O","C","ct_9",1830,"tr_3"
74798,"QB","50","50","526a","CDI","O","C","ct_8",1838,"tr_3"
74838,"QA","88","88","526a","CDI","O","C","ct_9",1707,"tr_6"
74839,"FZ","62","59","621b","CDI","O","C","ct_9",1503,"tr_5"
74861,"KZ","08","51","467b","CDI","O","C","ct_9",1820,"tr_5"
74862,"GZ","34","34","551a","CDI","O","P","ct_9",187,"tr_2"
74867,"QB","68","68","563a","CDI","O","N","ct_7",2086,"tr_1"
74874,"NZ","50","50","676c","CDI","O","P","ct_9",369,"tr_3"
74885,"HZ","75","93","451a","CDI","O","C","ct_9",537,"tr_3"
74895,"KZ","59","59","376c","CDI","O","C","ct_9",1729,"tr_1"
74910,"QA","35","35","525d","CDI","O","C","ct_8",1790,"tr_6"
74920,"GZ","75","93","653a","CDI","O","P","ct_9",700,"tr_6"
74926,"IZ","94","94","636d","CDI","O","C","ct_9",977,"tr_2"
74930,"MA","30","30","543g","CDI","O","P","ct_9",1758,"tr_4"
74966,"OZ","76","76","525b","CDI","O","C",NA,152,NA
74967,"HZ","60","60","389a","CDI","O","C","ct_9",1950,"tr_1"
74975,"HZ","39","39","643a","AUT","O","N","ct_9",1590,"tr_2"
74985,"QB","49","49","525d","CDI","O","P","ct_8",1540,"tr_4"
74989,"NZ","06","06","543g","CDI","O","C","ct_9",1833,"tr_6"
75000,"TZ","02","02","563c","CDI","O","C",NA,186,NA
75007,"OZ","35","35","621f","AUT","O","C","ct_2",1815,"tr_5"
75008,"IZ","93","75","561b","CDI","O","C",NA,161,NA
75011,"MA","94","75","542a","CDI","O","C","ct_9",584,"tr_2"
75028,"OZ","17","17","333a","CDI","O","C",NA,162,NA
75029,"FZ","54","54","542a","CDI","O","C","ct_9",2360,"tr_1"
75032,"NZ","35","35","691b","CDI","O","N","ct_8",780,"tr_2"
75035,"CH","80","80","484b","CDI","O","C","ct_9",1907,"tr_5"
75042,"HZ","78","92","466a","CDI","O","C","ct_9",769,"tr_4"
75071,"FZ","04","04","621c","CDI","O","C","ct_9",1745,"tr_4"
75090,"QB","39","39","691e","AUT","X","P","ct_8",128,"tr_3"
75098,"HZ","33","33","641a","CDI","O","C","ct_9",2154,"tr_4"
75099,"GZ","88","88","344d","CDI","O","P","ct_9",1359,"tr_1"
75101,"RZ","38","38","564a","CDI","O","P","ct_8",775,"tr_3"
75102,"FZ","86","64","621c","CDI","O","C","ct_9",1513,"tr_4"
75105,"NZ","26","69","684a","CDI","O","P","ct_9",936,"tr_6"
75106,"HZ","80","59","641a","CDI","O","C","ct_9",2200,"tr_6"
75115,"OZ","44","44","451g","AUT","O","C","ct_2",1820,"tr_6"
75133,"QB","01","01","542a","CDI","O","C","ct_8",1820,"tr_1"
75135,"HZ","14","14","643a","CDI","O","C","ct_9",1656,"tr_4"
75139,"QA","61","61","526a","AUT","O","P","ct_3",1463,"tr_6"
75160,"KZ","38","69","376c","CDI","O","C","ct_9",1075,"tr_6"
75161,"PZ","59","59","333e","CDI","O","C","ct_1",1820,"tr_6"
75171,"EZ","83","83","644a","CDI","O","C","ct_9",1081,"tr_5"
75174,"QA","62","62","526b","CDI","O","C","ct_9",1479,"tr_1"
75182,"CM","13","13","637d","CDI","O","C","ct_9",993,"tr_4"
75184,"QB","24","24","434a","CDI","O","C","ct_8",1259,"tr_6"
75192,"CE","57","57","477b","CDI","O","C","ct_9",606,"tr_3"
75198,"OZ","30","30","523c","AUT","O","C","ct_2",1820,"tr_6"
75237,"LZ","43","43","632k","CDI","O","C","ct_9",1831,"tr_3"
75243,"TZ","46","46","563c","CDI","O","C",NA,738,NA
75251,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
75261,"QA","25","25","431f","AUT","O","C","ct_3",1802,"tr_6"
75266,"OZ","59","59","467d","CDI","O","C","ct_8",1919,"tr_5"
75268,"QB","29","29","563a","CDI","O","N","ct_7",609,"tr_0"
75270,"KZ","78","78","526b","CDI","O","C","ct_9",852,"tr_1"
75272,"SZ","75","75","563b","CDI","O","P","ct_9",1549,"tr_3"
75281,"PZ","06","06","525b","CDI","O","C","ct_8",1392,"tr_5"
75305,"FZ","77","92","632f","CDI","O","C","ct_9",1554,"tr_6"
75308,"NZ","94","75","545c","CDI","O","C","ct_9",1365,"tr_4"
75313,"QA","06","06","526b","CDI","O","P","ct_9",1475,"tr_2"
75316,"PZ","25","25","479b","CDI","A","C","ct_8",881,"tr_3"
75325,"NZ","72","72","541d","CDI","O","C","ct_9",1561,"tr_6"
75338,"KZ","47","47","467a","CDI","O","C","ct_9",1820,"tr_6"
75356,"CM","50","69","623e","CDI","O","C","ct_9",1580,"tr_6"
75360,"HZ","77","77","643a","CDI","O","C","ct_9",1954,"tr_3"
75364,"GZ","92","75","635a","CDI","O","C","ct_9",1211,"tr_3"
75365,"CA","02","02","674c","CDI","O","C","ct_9",1820,"tr_5"
75375,"NZ","13","13","387b","CDI","O","C","ct_9",1543,"tr_5"
75379,"NZ","95","91","684a","CDI","O","P",NA,125,"tr_1"
75393,"QA","06","06","525d","CDI","O","C","ct_9",1422,"tr_3"
75395,"CE","49","49","674a","CDI","O","C","ct_9",641,"tr_5"
75400,"MA","14","14","673c","CDI","O","P","ct_9",347,"tr_1"
75402,"GZ","79","79","653a","CDI","O","C","ct_9",1830,"tr_3"
75411,"PZ","54","54","422a","CDI","O","C","ct_1",1820,"tr_5"
75412,"AZ","33","33","691d","CDI","O","C",NA,154,NA
75416,"GZ","14","14","477c","CDI","O","C","ct_9",1708,"tr_4"
75429,"QA","75","93","526a","CDI","O","C","ct_8",2253,"tr_5"
75432,"NZ","75","78","684a","CDI","O","C",NA,374,"tr_0"
75433,"SZ","17","17","542a","CDI","O","C","ct_9",825,"tr_3"
75439,"QB","78","78","563a","CDI","O","N","ct_7",3000,"tr_0"
75454,"CA","80","80","676c","CDI","O","C","ct_9",1827,"tr_5"
75470,"TZ","06","06","563c","CDI","O","N","ct_7",792,"tr_1"
75476,"CA","62","62","625f","CDI","O","C","ct_9",1508,"tr_6"
75488,"SZ","78","75","637b","CDI","O","C","ct_9",1684,"tr_1"
75495,"NZ","17","17","691e","TOA","O","C","ct_8",739,"tr_3"
75499,"QB","15","15","563b","CDI","O","N","ct_7",482,"tr_1"
75512,"HZ","74","74","621e","CDI","O","C","ct_9",1521,"tr_4"
75518,"QA","01","69","432d","CDI","O","P","ct_3",727,"tr_6"
75526,"QA","34","34","526a","CDI","O","C","ct_8",1820,"tr_6"
75530,"GZ","57","57","653a","CDI","O","C","ct_9",1243,"tr_3"
75542,"KZ","13","13","467b","CDI","O","P","ct_9",1363,"tr_1"
75544,"PZ","53","53","523b","AUT","O","C","ct_1",1820,"tr_4"
75550,"QB",NA,NA,"691e","CDD","O","C","ct_8",711,"tr_5"
75556,"OZ","77","77","524c","CDI","O","C",NA,383,NA
75578,"IZ","82","31","561d","CDI","O","P","ct_9",252,"tr_1"
75590,"KZ","95","93","543b","CDI","O","C","ct_9",2060,"tr_0"
75606,"IZ","31","31","561c","CDI","O","C","ct_9",1298,"tr_1"
75611,"EZ","26","26","472d","CDI","O","C","ct_2",1820,"tr_4"
75612,"QA","19","19","523d","CDI","O","C",NA,121,NA
75619,"QA","45","45","525d","CDD","O","C",NA,162,NA
75649,"GZ","77","77","462a","CDI","O","C","ct_9",1424,"tr_3"
75666,"OZ","44","44","523b","CDI","O","C",NA,152,NA
75686,"CA","24","47","676a","CDI","O","C","ct_9",1820,"tr_4"
75688,"NZ","34","12","684a","CDI","O","C",NA,132,"tr_1"
75693,"QB","75","75","632k","CDI","O","C","ct_8",1820,"tr_6"
75709,"NZ","50","50","684a","CDI","O","P","ct_9",1586,"tr_3"
75719,"NZ","26","69","534a","CDI","O","P","ct_9",183,"tr_5"
75769,"QB","37","37","526a","CDI","O","C","ct_8",1820,"tr_4"
75804,"NZ","75","78","684a","CDI","O","P","ct_9",1945,"tr_5"
75815,"NZ","71","71","691b","CDI","O","C","ct_8",951,"tr_1"
75818,"NZ","78","92","461e","CDI","O","C","ct_9",1786,"tr_5"
75834,"MB","33","92","342g","CDI","O","C","ct_5",1853,"tr_6"
75835,"HZ","72","72","466c","CDI","O","C","ct_9",1840,"tr_3"
75839,"HZ","77","77","653a","CDI","O","C","ct_9",1554,"tr_5"
75841,"AZ","05","05","691b","CDI","O","C",NA,383,NA
75846,"FZ","23","31","621a","CDI","O","C","ct_9",1554,"tr_6"
75851,"RZ","01","01","424a","CDI","O","C",NA,186,NA
75872,"PZ","75","75","525a","CDI","O","P","ct_8",425,"tr_5"
75879,"QB","71","71","525d","CDI","O","C","ct_9",1766,"tr_4"
75880,"QA","54","54","432b","CDI","O","C","ct_8",2044,"tr_6"
75891,"NZ","92","94","541b","CDD","O","C","ct_9",549,"tr_5"
75910,"TZ","93","93","563a","CDI","O","P",NA,502,NA
75911,"CD","76","76","477b","CDI","O","C","ct_9",1517,"tr_6"
75918,"KZ","33","33","461c","CDI","O","C","ct_9",444,"tr_6"
75927,"PZ","34","30","333e","CDI","O","C","ct_1",1820,"tr_6"
75932,"GZ","12","12","676c","CDI","O","C","ct_9",1384,"tr_2"
75941,"GZ","13","13","685a","CDI","O","C","ct_9",661,"tr_1"
75955,"KZ","40","40","684a","CDI","O","C","ct_9",1734,"tr_3"
75962,"NZ",NA,NA,"424a","CDI","O","C",NA,223,"tr_6"
75999,"HZ","77","75","461c","CDI","O","C","ct_9",1517,"tr_5"
76004,"CH","38","38","623g","CDI","O","C","ct_9",898,"tr_2"
76028,"AZ","17","17","692a","CDI","O","C","ct_6",1820,"tr_1"
76032,"QA","51","51","431a","CDI","O","C","ct_3",1820,"tr_6"
76056,"GZ","26","26","636c","CDI","O","C","ct_9",1912,"tr_6"
76063,"QA",NA,NA,"526b","CDI","O","C","ct_6",1482,"tr_1"
76071,"GZ","78","78","554b","CDD","O","C","ct_9",725,"tr_1"
76075,"QA","57","57","526e","CDI","O","C","ct_9",963,"tr_2"
76079,"FZ","05","05","481b","CDI","O","C","ct_9",1650,"tr_3"
76104,"MB","92","92","342g","CDI","O","C","ct_5",1830,"tr_6"
76107,"PZ","13","13","422a","CDI","O","C","ct_8",2244,"tr_4"
76121,"MB","91","91","342f","CDI","O","C","ct_8",1820,"tr_5"
76122,"CA","49","49","676e","CDI","O","C","ct_9",1330,"tr_3"
76127,"CL","18","18","623g","CDI","O","C","ct_9",1822,"tr_6"
76129,"FZ","32","32","641a","CDI","O","C","ct_9",1729,"tr_4"
76140,"OZ","51","51","545d","CDI","O","P","ct_8",1456,"tr_6"
76150,"KZ","77","94","467a","CDI","O","C","ct_9",1820,"tr_6"
76155,"HZ","86","49","641a","CDI","O","C","ct_9",949,"tr_3"
76159,"CA","22","22","625d","CDI","O","C","ct_9",1022,"tr_6"
76187,"NZ","35","35","684a","CDI","O","P","ct_9",1929,"tr_6"
76188,"NZ","31","31","542a","CDI","O","P","ct_9",426,"tr_0"
76203,"QB","84","84","563b","CDI","O","P","ct_9",1045,"tr_4"
76214,"OZ","26","26","373b","CDI","O","C","ct_1",1820,"tr_4"
76223,"GZ",NA,NA,"551a","CDI","O","C","ct_6",1820,"tr_1"
76241,"QB","57","57","563a","CDI","O","N","ct_7",1402,"tr_1"
76245,"TZ","87","87","563c","CDI","O","C",NA,144,NA
76249,"MA","78","92","376g","CDI","O","C","ct_9",1820,"tr_5"
76258,"JB","92","94","376g","CDI","O","C","ct_9",1477,"tr_6"
76265,"CH","67","67","628b","CDI","O","C","ct_9",1658,"tr_3"
76270,"OZ","85","85","545d","CDI","O","C","ct_8",1291,"tr_1"
76272,"GZ","75","75","684a","CDI","O","P","ct_9",1347,"tr_1"
76298,"CA","02","02","684a","CDI","O","C","ct_9",1051,"tr_3"
76305,"FZ","83","13","564b","CDI","O","C","ct_9",1123,"tr_1"
76321,"CM","59","60","463d","CDD","O","N",NA,147,NA
76345,"NZ","91","91","684a","CDI","O","P","ct_9",1175,"tr_6"
76346,"MA","22","22","461d","CDI","O","C","ct_9",1834,"tr_1"
76349,"QB","57","57","525d","CDI","O","P","ct_8",910,"tr_1"
76351,"CH","78","95","653a","CDI","O","C","ct_9",1772,"tr_4"
76352,"HZ","69","69","641a","CDI","O","C","ct_9",975,"tr_1"
76355,"FZ","54","54","681a","CDI","O","C","ct_9",440,"tr_2"
76371,"CB","37","37","675a","CDI","O","C","ct_9",1256,"tr_1"
76372,"QB","10","10","563a","CDI","O","N","ct_7",1893,"tr_1"
76374,"CL","01","01","673c","CDI","O","C","ct_9",1469,"tr_6"
76382,"QA","82","82","526a","CDI","O","C","ct_9",1820,"tr_6"
76387,"NZ","33","93","684a","CDI","O","C","ct_9",3000,"tr_6"
76390,"IZ","94","93","636d","CDI","O","P","ct_9",301,"tr_1"
76394,"IZ","75","75","636d","CDI","O","C","ct_9",673,"tr_6"
76407,"QB","13","13","525d","CDI","O","C","ct_9",1807,"tr_4"
76408,"IZ","27","95","525b","CDI","O","C","ct_9",1905,"tr_3"
76411,"QA","38","38","432d","CDI","O","C","ct_8",1323,"tr_2"
76415,"EZ","2A","2A","676a","CDI","O","C","ct_9",1522,"tr_2"
76418,"TZ","65","65","563c","CDI","O","N","ct_7",2417,"tr_1"
76437,"HZ","14","76","641b","CDI","O","C","ct_9",1113,"tr_6"
76444,"HZ","45","45","451a","CDI","O","P","ct_9",2186,"tr_3"
76460,"SZ","51","51","675a","CDI","O","C","ct_9",1295,"tr_1"
76462,"GZ","75","93","676c","CDI","O","C","ct_9",1658,"tr_4"
76465,"NZ","93","75","684a","CDI","O","P","ct_9",1369,"tr_6"
76477,"OZ","83","83","525a","CDI","O","C",NA,133,NA
76481,"RZ","84","84","684a","CDI","O","C","ct_8",1784,"tr_2"
76494,"NZ","51","51","691e","CDI","O","C","ct_9",1190,"tr_3"
76504,"QB","31","31","434a","CDI","O","C","ct_8",2053,"tr_2"
76519,"CL","57","57","673c","CDI","O","C","ct_9",1669,"tr_6"
76543,"QB","39","39","525d","CDI","O","C","ct_8",1820,"tr_4"
76555,"HZ","37","37","477a","CDI","O","C","ct_9",2200,"tr_3"
76560,"CH","14","61","479b","CDI","O","P","ct_9",928,"tr_2"
76568,"CA","93","94","636d","CDI","O","C","ct_9",1116,"tr_2"
76569,"NZ","83","83","684a","CDI","O","C","ct_8",861,"tr_1"
76580,"NZ","94","93","534a","CDI","O","P","ct_9",2551,"tr_5"
76606,"QB","17","17","434c","CDI","O","C","ct_8",1820,"tr_4"
76610,"MA","21","21","464a","CDI","O","P","ct_9",1045,"tr_1"
76627,"GZ","06","83","462b","CDI","O","C","ct_9",2096,"tr_2"
76635,"QA","37","37","433a","CDI","O","C","ct_9",1433,"tr_2"
